k,D,alphabeta,alpha,beta,epsilon,t,hondadelta,sos_dist,area_diff,F
3.0,0.3981,0.3981,7.962,7.535795026375283,0,10000,0.30028340220451355,407.87078857421875,0.7436403076316308,1.0
3.0,0.3981,0.3981,7.962,7.535795026375283,0,15000,0.15134890377521515,425.13592529296875,0.6856635772037074,1.0
3.0,0.3981,0.3981,7.962,7.535795026375283,0,20000,0.10546866059303284,437.8914489746094,0.6556892131729442,1.0
3.0,0.3981,0.3981,7.962,7.535795026375283,0,25000,0.0848768800497055,446.1187744140625,0.6391244330506803,1.0
3.0,1.0,15.849,316.98,0.1892863903085368,0,1,0.051557477563619614,456.9141540527344,0.4022622271785885,10.0
3.0,1.0,15.849,316.98,0.1892863903085368,0,5000,0.18651661276817322,405.05242919921875,1.0,10.0
3.0,1.0,15.849,316.98,0.1892863903085368,0,10000,0.1466580182313919,426.9247741699219,0.8247570495459614,10.0
3.0,1.0,15.849,316.98,0.1892863903085368,0,15000,0.08211522549390793,437.3432312011719,0.7396845626891827,10.0
3.0,1.0,15.849,316.98,0.1892863903085368,0,20000,0.06427544355392456,443.0603332519531,0.6944400191174128,10.0
3.0,1.0,15.849,316.98,0.1892863903085368,0,25000,0.06355936080217361,447.0760803222656,0.6536562051935638,10.0
1.0,0.01,0.01,0.2,300.0,0,1,nan,nan,nan,1.0
1.0,0.01,0.01,0.2,300.0,0,5000,nan,nan,nan,1.0
1.0,0.01,0.01,0.2,300.0,0,10000,nan,nan,nan,1.0
1.0,0.01,0.01,0.2,300.0,0,15000,nan,nan,nan,1.0
1.0,0.01,0.01,0.2,300.0,0,20000,nan,nan,nan,1.0
1.0,0.01,0.01,0.2,300.0,0,25000,nan,nan,nan,1.0
3.0,1.0,100.0,2000.0,0.03,0,1,nan,486.0784912109375,1.0,0.01
3.0,1.0,100.0,2000.0,0.03,0,5000,nan,486.0784912109375,1.0,0.01
3.0,1.0,100.0,2000.0,0.03,0,10000,nan,486.0784912109375,1.0,0.01
3.0,1.0,100.0,2000.0,0.03,0,15000,nan,486.0784912109375,1.0,0.01
3.0,1.0,100.0,2000.0,0.03,0,20000,nan,486.0784912109375,1.0,0.01
3.0,1.0,100.0,2000.0,0.03,0,25000,nan,486.0784912109375,1.0,0.01
3.0,0.0631,2.51189,50.23780000000001,1.19431981496005,0,1,0.019284281879663467,456.68218994140625,0.2847036994085585,0.1
3.0,0.0631,2.51189,50.23780000000001,1.19431981496005,0,5000,0.23086227476596832,419.7123107910156,0.6040821059955932,0.1
3.0,0.0631,2.51189,50.23780000000001,1.19431981496005,0,10000,0.20753595232963562,391.408935546875,0.7569291429896787,0.1
3.0,0.0631,2.51189,50.23780000000001,1.19431981496005,0,15000,0.3072357177734375,415.56134033203125,0.8673315551432216,0.1
3.0,0.0631,2.51189,50.23780000000001,1.19431981496005,0,20000,0.19347083568572998,432.665283203125,0.9447987939232285,0.1
3.0,0.0631,2.51189,50.23780000000001,1.19431981496005,0,25000,0.0975450724363327,441.693359375,1.0,0.1
3.0,0.0631,0.0631,1.262,47.543581616481774,0,1,nan,nan,nan,10.0
3.0,0.0631,0.0631,1.262,47.543581616481774,0,5000,nan,nan,nan,10.0
3.0,0.0631,0.0631,1.262,47.543581616481774,0,10000,nan,nan,nan,10.0
3.0,0.0631,0.0631,1.262,47.543581616481774,0,15000,nan,nan,nan,10.0
3.0,0.0631,0.0631,1.262,47.543581616481774,0,20000,nan,nan,nan,10.0
3.0,0.0631,0.0631,1.262,47.543581616481774,0,25000,nan,nan,nan,10.0
3.0,0.3981,0.0631,1.262,47.543581616481774,0,1,0.030976608395576477,456.71844482421875,0.5610815077955398,0.1
3.0,0.3981,0.0631,1.262,47.543581616481774,0,5000,0.1938686966896057,383.0052185058594,1.0,0.1
3.0,0.3981,0.0631,1.262,47.543581616481774,0,10000,0.23935650289058685,402.5130615234375,0.7619893428063943,0.1
3.0,0.3981,0.0631,1.262,47.543581616481774,0,15000,0.22451429069042206,419.14398193359375,0.7055456877836984,0.1
3.0,0.3981,0.0631,1.262,47.543581616481774,0,20000,0.17014984786510468,429.6460266113281,0.6779159265837774,0.1
3.0,0.3981,0.0631,1.262,47.543581616481774,0,25000,0.09955473244190216,439.0993957519531,0.6569962502466943,0.1
3.0,0.3981,2.51189,50.23780000000001,1.19431981496005,0,1,nan,nan,nan,100.0
3.0,0.3981,2.51189,50.23780000000001,1.19431981496005,0,5000,nan,nan,nan,100.0
3.0,0.3981,2.51189,50.23780000000001,1.19431981496005,0,10000,nan,nan,nan,100.0
3.0,0.3981,2.51189,50.23780000000001,1.19431981496005,0,15000,nan,nan,nan,100.0
3.0,0.3981,2.51189,50.23780000000001,1.19431981496005,0,20000,nan,nan,nan,100.0
3.0,0.3981,2.51189,50.23780000000001,1.19431981496005,0,25000,nan,nan,nan,100.0
3.0,0.1585,0.3981,7.962,7.535795026375283,0,1,0.023269088938832283,458.07928466796875,0.45136119299462457,0.1
3.0,0.1585,0.3981,7.962,7.535795026375283,0,5000,0.21577157080173492,369.69781494140625,0.7683370903415988,0.1
3.0,0.1585,0.3981,7.962,7.535795026375283,0,10000,0.2093883603811264,388.9573974609375,0.8654413039708687,0.1
3.0,0.1585,0.3981,7.962,7.535795026375283,0,15000,0.3005245327949524,417.36602783203125,0.9074041962892319,0.1
3.0,0.1585,0.3981,7.962,7.535795026375283,0,20000,0.1739741414785385,431.7471008300781,0.9483266863187099,0.1
3.0,0.1585,0.3981,7.962,7.535795026375283,0,25000,0.158840149641037,443.34771728515625,1.0,0.1
3.0,1.0,0.01,0.2,300.0,0,1,0.0496135950088501,459.4051818847656,0.4918121288464999,10.0
3.0,1.0,0.01,0.2,300.0,0,5000,0.11845529824495316,423.8130798339844,0.9791254273888789,10.0
3.0,1.0,0.01,0.2,300.0,0,10000,0.1944507211446762,416.9584045410156,1.0,10.0
3.0,1.0,0.01,0.2,300.0,0,15000,0.16987182199954987,427.8937072753906,0.9197408673744827,10.0
3.0,1.0,0.01,0.2,300.0,0,20000,0.1574678122997284,434.0859680175781,0.8581968688141083,10.0
3.0,1.0,0.01,0.2,300.0,0,25000,0.1524525284767151,438.631591796875,0.8088896886809429,10.0
3.0,0.0631,15.849,316.98,0.1892863903085368,0,1,nan,nan,nan,100.0
3.0,0.0631,15.849,316.98,0.1892863903085368,0,5000,nan,nan,nan,100.0
3.0,0.0631,15.849,316.98,0.1892863903085368,0,10000,nan,nan,nan,100.0
3.0,0.0631,15.849,316.98,0.1892863903085368,0,15000,nan,nan,nan,100.0
3.0,0.0631,15.849,316.98,0.1892863903085368,0,20000,nan,nan,nan,100.0
3.0,0.0631,15.849,316.98,0.1892863903085368,0,25000,nan,nan,nan,100.0
3.0,0.0631,15.849,316.98,0.1892863903085368,0,1,0.0183112695813179,456.08636474609375,0.3123310215116962,0.01
3.0,0.0631,15.849,316.98,0.1892863903085368,0,5000,0.24369141459465027,433.6554260253906,0.6812037145879863,0.01
3.0,0.0631,15.849,316.98,0.1892863903085368,0,10000,0.19141575694084167,391.37890625,0.7799459268837428,0.01
3.0,0.0631,15.849,316.98,0.1892863903085368,0,15000,0.263663649559021,408.0918273925781,0.8735159280592453,0.01
3.0,0.0631,15.849,316.98,0.1892863903085368,0,20000,0.16378751397132874,427.68646240234375,0.9494533913247913,0.01
3.0,0.0631,15.849,316.98,0.1892863903085368,0,25000,0.14230401813983917,438.5911560058594,1.0,0.01
3.0,0.1585,15.849,316.98,0.1892863903085368,0,1,0.02286534011363983,458.44525146484375,0.4320585842148088,1.0
3.0,0.1585,15.849,316.98,0.1892863903085368,0,5000,0.24924813210964203,366.6966552734375,0.7181448331977217,1.0
3.0,0.1585,15.849,316.98,0.1892863903085368,0,10000,0.23742422461509705,394.3303527832031,0.8138323840520748,1.0
3.0,0.1585,15.849,316.98,0.1892863903085368,0,15000,0.2430487424135208,420.6600341796875,0.8646053702196909,1.0
3.0,0.1585,15.849,316.98,0.1892863903085368,0,20000,0.2014266848564148,430.44903564453125,0.9368592351505289,1.0
3.0,0.1585,15.849,316.98,0.1892863903085368,0,25000,0.1751348376274109,430.0599060058594,1.0,1.0
3.0,0.3981,100.0,2000.0,0.03,0,1,nan,486.0784912109375,1.0,1.0
3.0,0.3981,100.0,2000.0,0.03,0,5000,nan,486.0784912109375,1.0,1.0
3.0,0.3981,100.0,2000.0,0.03,0,10000,nan,486.0784912109375,1.0,1.0
3.0,0.3981,100.0,2000.0,0.03,0,15000,nan,486.0784912109375,1.0,1.0
3.0,0.3981,100.0,2000.0,0.03,0,20000,nan,486.0784912109375,1.0,1.0
3.0,0.3981,100.0,2000.0,0.03,0,25000,nan,486.0784912109375,1.0,1.0
1.0,0.0251,0.01,0.2,300.0,0,1,nan,nan,nan,1.0
1.0,0.0251,0.01,0.2,300.0,0,5000,nan,nan,nan,1.0
1.0,0.0251,0.01,0.2,300.0,0,10000,nan,nan,nan,1.0
1.0,0.0251,0.01,0.2,300.0,0,15000,nan,nan,nan,1.0
1.0,0.0251,0.01,0.2,300.0,0,20000,nan,nan,nan,1.0
1.0,0.0251,0.01,0.2,300.0,0,25000,nan,nan,nan,1.0
1.0,0.0251,0.01,0.2,300.0,0,1,0.016572749242186546,456.4245910644531,0.2779148342808109,0.01
1.0,0.0251,0.01,0.2,300.0,0,5000,0.031600791960954666,426.6936950683594,0.3043011906038829,0.01
1.0,0.0251,0.01,0.2,300.0,0,10000,0.05960967019200325,421.20166015625,0.4688405019843398,0.01
1.0,0.0251,0.01,0.2,300.0,0,15000,0.1382557451725006,433.23980712890625,0.7213343344417034,0.01
1.0,0.0251,0.01,0.2,300.0,0,20000,0.05984371528029442,436.0392150878906,0.8802960420465515,0.01
1.0,0.0251,0.01,0.2,300.0,0,25000,0.230494424700737,429.8894958496094,1.0,0.01
3.0,1.0,0.0631,1.262,47.543581616481774,0,1,nan,nan,nan,100.0
3.0,1.0,0.0631,1.262,47.543581616481774,0,5000,nan,nan,nan,100.0
3.0,1.0,0.0631,1.262,47.543581616481774,0,10000,nan,nan,nan,100.0
3.0,1.0,0.0631,1.262,47.543581616481774,0,15000,nan,nan,nan,100.0
3.0,1.0,0.0631,1.262,47.543581616481774,0,20000,nan,nan,nan,100.0
3.0,1.0,0.0631,1.262,47.543581616481774,0,25000,nan,nan,nan,100.0
3.0,0.0251,0.0631,1.262,47.543581616481774,0,1,nan,nan,nan,100.0
3.0,0.0251,0.0631,1.262,47.543581616481774,0,5000,nan,nan,nan,100.0
3.0,0.0251,0.0631,1.262,47.543581616481774,0,10000,nan,nan,nan,100.0
3.0,0.0251,0.0631,1.262,47.543581616481774,0,15000,nan,nan,nan,100.0
3.0,0.0251,0.0631,1.262,47.543581616481774,0,20000,nan,nan,nan,100.0
3.0,0.0251,0.0631,1.262,47.543581616481774,0,25000,nan,nan,nan,100.0
3.0,0.1585,0.0631,1.262,47.543581616481774,0,1,nan,nan,nan,100.0
3.0,0.1585,0.0631,1.262,47.543581616481774,0,5000,nan,nan,nan,100.0
3.0,0.1585,0.0631,1.262,47.543581616481774,0,10000,nan,nan,nan,100.0
3.0,0.1585,0.0631,1.262,47.543581616481774,0,15000,nan,nan,nan,100.0
3.0,0.1585,0.0631,1.262,47.543581616481774,0,20000,nan,nan,nan,100.0
3.0,0.1585,0.0631,1.262,47.543581616481774,0,25000,nan,nan,nan,100.0
3.0,0.1585,0.01,0.2,300.0,0,1,nan,nan,nan,100.0
3.0,0.1585,0.01,0.2,300.0,0,5000,nan,nan,nan,100.0
3.0,0.1585,0.01,0.2,300.0,0,10000,nan,nan,nan,100.0
3.0,0.1585,0.01,0.2,300.0,0,15000,nan,nan,nan,100.0
3.0,0.1585,0.01,0.2,300.0,0,20000,nan,nan,nan,100.0
3.0,0.1585,0.01,0.2,300.0,0,25000,nan,nan,nan,100.0
3.0,0.0631,100.0,2000.0,0.03,0,1,nan,nan,nan,1.0
3.0,0.0631,100.0,2000.0,0.03,0,5000,nan,nan,nan,1.0
3.0,0.0631,100.0,2000.0,0.03,0,10000,nan,nan,nan,1.0
3.0,0.0631,100.0,2000.0,0.03,0,15000,nan,nan,nan,1.0
3.0,0.0631,100.0,2000.0,0.03,0,20000,nan,nan,nan,1.0
3.0,0.0631,100.0,2000.0,0.03,0,25000,nan,nan,nan,1.0
1.0,0.0251,100.0,2000.0,0.03,0,1,nan,486.0784912109375,1.0,0.1
1.0,0.0251,100.0,2000.0,0.03,0,5000,nan,486.0784912109375,1.0,0.1
1.0,0.0251,100.0,2000.0,0.03,0,10000,nan,486.0784912109375,1.0,0.1
1.0,0.0251,100.0,2000.0,0.03,0,15000,nan,486.0784912109375,1.0,0.1
1.0,0.0251,100.0,2000.0,0.03,0,20000,nan,486.0784912109375,1.0,0.1
1.0,0.0251,100.0,2000.0,0.03,0,25000,nan,486.0784912109375,1.0,0.1
3.0,0.0631,2.51189,50.23780000000001,1.19431981496005,0,1,nan,nan,nan,10.0
3.0,0.0631,2.51189,50.23780000000001,1.19431981496005,0,5000,nan,nan,nan,10.0
3.0,0.0631,2.51189,50.23780000000001,1.19431981496005,0,10000,nan,nan,nan,10.0
3.0,0.0631,2.51189,50.23780000000001,1.19431981496005,0,15000,nan,nan,nan,10.0
3.0,0.0631,2.51189,50.23780000000001,1.19431981496005,0,20000,nan,nan,nan,10.0
3.0,0.0631,2.51189,50.23780000000001,1.19431981496005,0,25000,nan,nan,nan,10.0
3.0,0.0631,0.01,0.2,300.0,0,1,nan,nan,nan,100.0
3.0,0.0631,0.01,0.2,300.0,0,5000,nan,nan,nan,100.0
3.0,0.0631,0.01,0.2,300.0,0,10000,nan,nan,nan,100.0
3.0,0.0631,0.01,0.2,300.0,0,15000,nan,nan,nan,100.0
3.0,0.0631,0.01,0.2,300.0,0,20000,nan,nan,nan,100.0
3.0,0.0631,0.01,0.2,300.0,0,25000,nan,nan,nan,100.0
3.0,0.0251,0.01,0.2,300.0,0,1,nan,nan,nan,0.1
3.0,0.0251,0.01,0.2,300.0,0,5000,nan,nan,nan,0.1
3.0,0.0251,0.01,0.2,300.0,0,10000,nan,nan,nan,0.1
3.0,0.0251,0.01,0.2,300.0,0,15000,nan,nan,nan,0.1
3.0,0.0251,0.01,0.2,300.0,0,20000,nan,nan,nan,0.1
3.0,0.0251,0.01,0.2,300.0,0,25000,nan,nan,nan,0.1
1.0,0.01,100.0,2000.0,0.03,0,1,nan,486.0784912109375,1.0,0.01
1.0,0.01,100.0,2000.0,0.03,0,5000,nan,486.0784912109375,1.0,0.01
1.0,0.01,100.0,2000.0,0.03,0,10000,nan,486.0784912109375,1.0,0.01
1.0,0.01,100.0,2000.0,0.03,0,15000,nan,486.0784912109375,1.0,0.01
1.0,0.01,100.0,2000.0,0.03,0,20000,nan,486.0784912109375,1.0,0.01
1.0,0.01,100.0,2000.0,0.03,0,25000,nan,486.0784912109375,1.0,0.01
3.0,0.0251,100.0,2000.0,0.03,0,1,nan,nan,nan,1.0
3.0,0.0251,100.0,2000.0,0.03,0,5000,nan,nan,nan,1.0
3.0,0.0251,100.0,2000.0,0.03,0,10000,nan,nan,nan,1.0
3.0,0.0251,100.0,2000.0,0.03,0,15000,nan,nan,nan,1.0
3.0,0.0251,100.0,2000.0,0.03,0,20000,nan,nan,nan,1.0
3.0,0.0251,100.0,2000.0,0.03,0,25000,nan,nan,nan,1.0
3.0,0.1585,100.0,2000.0,0.03,0,1,nan,486.0784912109375,1.0,0.1
3.0,0.1585,100.0,2000.0,0.03,0,5000,nan,486.0784912109375,1.0,0.1
3.0,0.1585,100.0,2000.0,0.03,0,10000,nan,486.0784912109375,1.0,0.1
3.0,0.1585,100.0,2000.0,0.03,0,15000,nan,486.0784912109375,1.0,0.1
3.0,0.1585,100.0,2000.0,0.03,0,20000,nan,486.0784912109375,1.0,0.1
3.0,0.1585,100.0,2000.0,0.03,0,25000,nan,486.0784912109375,1.0,0.1
3.0,0.01,0.0631,1.262,47.543581616481774,0,1,nan,nan,nan,100.0
3.0,0.01,0.0631,1.262,47.543581616481774,0,5000,nan,nan,nan,100.0
3.0,0.01,0.0631,1.262,47.543581616481774,0,10000,nan,nan,nan,100.0
3.0,0.01,0.0631,1.262,47.543581616481774,0,15000,nan,nan,nan,100.0
3.0,0.01,0.0631,1.262,47.543581616481774,0,20000,nan,nan,nan,100.0
3.0,0.01,0.0631,1.262,47.543581616481774,0,25000,nan,nan,nan,100.0
3.0,0.0631,0.3981,7.962,7.535795026375283,0,1,0.018781909719109535,458.2126159667969,0.31095029066318663,0.01
3.0,0.0631,0.3981,7.962,7.535795026375283,0,5000,0.27858734130859375,439.76617431640625,0.6478823110689287,0.01
3.0,0.0631,0.3981,7.962,7.535795026375283,0,10000,0.2871442139148712,394.2420654296875,0.76011389251394,0.01
3.0,0.0631,0.3981,7.962,7.535795026375283,0,15000,0.24320532381534576,408.7690734863281,0.8652271918377031,0.01
3.0,0.0631,0.3981,7.962,7.535795026375283,0,20000,0.2503674328327179,424.24176025390625,0.9473247123027643,0.01
3.0,0.0631,0.3981,7.962,7.535795026375283,0,25000,0.09036274254322052,421.3706359863281,1.0,0.01
3.0,0.01,15.849,316.98,0.1892863903085368,0,1,nan,nan,nan,100.0
3.0,0.01,15.849,316.98,0.1892863903085368,0,5000,nan,nan,nan,100.0
3.0,0.01,15.849,316.98,0.1892863903085368,0,10000,nan,nan,nan,100.0
3.0,0.01,15.849,316.98,0.1892863903085368,0,15000,nan,nan,nan,100.0
3.0,0.01,15.849,316.98,0.1892863903085368,0,20000,nan,nan,nan,100.0
3.0,0.01,15.849,316.98,0.1892863903085368,0,25000,nan,nan,nan,100.0
3.0,0.0631,15.849,316.98,0.1892863903085368,0,1,nan,nan,nan,10.0
3.0,0.0631,15.849,316.98,0.1892863903085368,0,5000,nan,nan,nan,10.0
3.0,0.0631,15.849,316.98,0.1892863903085368,0,10000,nan,nan,nan,10.0
3.0,0.0631,15.849,316.98,0.1892863903085368,0,15000,nan,nan,nan,10.0
3.0,0.0631,15.849,316.98,0.1892863903085368,0,20000,nan,nan,nan,10.0
3.0,0.0631,15.849,316.98,0.1892863903085368,0,25000,nan,nan,nan,10.0
3.0,0.1585,0.3981,7.962,7.535795026375283,0,1,0.021636176854372025,457.2966613769531,0.45590537484779964,0.01
3.0,0.1585,0.3981,7.962,7.535795026375283,0,5000,0.24849136173725128,368.7427062988281,0.7794399025917551,0.01
3.0,0.1585,0.3981,7.962,7.535795026375283,0,10000,0.22737939655780792,389.2117614746094,0.8799791268046617,0.01
3.0,0.1585,0.3981,7.962,7.535795026375283,0,15000,0.2861858606338501,417.6498107910156,0.9123325795790572,0.01
3.0,0.1585,0.3981,7.962,7.535795026375283,0,20000,0.21922440826892853,432.11376953125,0.9526874238998086,0.01
3.0,0.1585,0.3981,7.962,7.535795026375283,0,25000,0.15423046052455902,443.2626953125,1.0,0.01
1.0,0.01,0.0631,1.262,47.543581616481774,0,1,nan,nan,nan,0.3162
1.0,0.01,0.0631,1.262,47.543581616481774,0,5000,nan,nan,nan,0.3162
1.0,0.01,0.0631,1.262,47.543581616481774,0,10000,nan,nan,nan,0.3162
1.0,0.01,0.0631,1.262,47.543581616481774,0,15000,nan,nan,nan,0.3162
1.0,0.01,0.0631,1.262,47.543581616481774,0,20000,nan,nan,nan,0.3162
1.0,0.01,0.0631,1.262,47.543581616481774,0,25000,nan,nan,nan,0.3162
3.0,1.0,0.3981,7.962,7.535795026375283,0,1,nan,nan,nan,100.0
3.0,1.0,0.3981,7.962,7.535795026375283,0,5000,nan,nan,nan,100.0
3.0,1.0,0.3981,7.962,7.535795026375283,0,10000,nan,nan,nan,100.0
3.0,1.0,0.3981,7.962,7.535795026375283,0,15000,nan,nan,nan,100.0
3.0,1.0,0.3981,7.962,7.535795026375283,0,20000,nan,nan,nan,100.0
3.0,1.0,0.3981,7.962,7.535795026375283,0,25000,nan,nan,nan,100.0
3.0,0.3981,15.849,316.98,0.1892863903085368,0,1,0.03270360454916954,457.50018310546875,0.5609553478712357,1.0
3.0,0.3981,15.849,316.98,0.1892863903085368,0,5000,0.21648745238780975,376.0390625,1.0,1.0
3.0,0.3981,15.849,316.98,0.1892863903085368,0,10000,0.2548776865005493,413.152587890625,0.7644859813084112,1.0
3.0,0.3981,15.849,316.98,0.1892863903085368,0,15000,0.15631455183029175,428.2172546386719,0.7158878504672898,1.0
3.0,0.3981,15.849,316.98,0.1892863903085368,0,20000,0.10577528178691864,440.06011962890625,0.6888888888888889,1.0
3.0,0.3981,15.849,316.98,0.1892863903085368,0,25000,0.0786033570766449,447.9425354003906,0.6755970924195224,1.0
3.0,0.1585,0.01,0.2,300.0,0,1,0.02242392674088478,456.64337158203125,0.4754156981941713,1.0
3.0,0.1585,0.01,0.2,300.0,0,5000,0.08538459241390228,422.21923828125,0.5691042374396568,1.0
3.0,0.1585,0.01,0.2,300.0,0,10000,0.13636380434036255,405.0431823730469,0.6349007688181656,1.0
3.0,0.1585,0.01,0.2,300.0,0,15000,0.13181164860725403,412.3448181152344,0.9070266404434114,1.0
3.0,0.1585,0.01,0.2,300.0,0,20000,0.12474633008241653,425.6794128417969,0.9620954764884677,1.0
3.0,0.1585,0.01,0.2,300.0,0,25000,0.16520069539546967,430.9364013671875,1.0,1.0
3.0,0.0631,0.3981,7.962,7.535795026375283,0,1,nan,nan,nan,100.0
3.0,0.0631,0.3981,7.962,7.535795026375283,0,5000,nan,nan,nan,100.0
3.0,0.0631,0.3981,7.962,7.535795026375283,0,10000,nan,nan,nan,100.0
3.0,0.0631,0.3981,7.962,7.535795026375283,0,15000,nan,nan,nan,100.0
3.0,0.0631,0.3981,7.962,7.535795026375283,0,20000,nan,nan,nan,100.0
3.0,0.0631,0.3981,7.962,7.535795026375283,0,25000,nan,nan,nan,100.0
3.0,0.01,0.3981,7.962,7.535795026375283,0,1,nan,nan,nan,100.0
3.0,0.01,0.3981,7.962,7.535795026375283,0,5000,nan,nan,nan,100.0
3.0,0.01,0.3981,7.962,7.535795026375283,0,10000,nan,nan,nan,100.0
3.0,0.01,0.3981,7.962,7.535795026375283,0,15000,nan,nan,nan,100.0
3.0,0.01,0.3981,7.962,7.535795026375283,0,20000,nan,nan,nan,100.0
3.0,0.01,0.3981,7.962,7.535795026375283,0,25000,nan,nan,nan,100.0
3.0,0.0251,0.0631,1.262,47.543581616481774,0,1,nan,nan,nan,10.0
3.0,0.0251,0.0631,1.262,47.543581616481774,0,5000,nan,nan,nan,10.0
3.0,0.0251,0.0631,1.262,47.543581616481774,0,10000,nan,nan,nan,10.0
3.0,0.0251,0.0631,1.262,47.543581616481774,0,15000,nan,nan,nan,10.0
3.0,0.0251,0.0631,1.262,47.543581616481774,0,20000,nan,nan,nan,10.0
3.0,0.0251,0.0631,1.262,47.543581616481774,0,25000,nan,nan,nan,10.0
1.0,0.0251,0.0631,1.262,47.543581616481774,0,1,nan,nan,nan,0.3162
1.0,0.0251,0.0631,1.262,47.543581616481774,0,5000,nan,nan,nan,0.3162
1.0,0.0251,0.0631,1.262,47.543581616481774,0,10000,nan,nan,nan,0.3162
1.0,0.0251,0.0631,1.262,47.543581616481774,0,15000,nan,nan,nan,0.3162
1.0,0.0251,0.0631,1.262,47.543581616481774,0,20000,nan,nan,nan,0.3162
1.0,0.0251,0.0631,1.262,47.543581616481774,0,25000,nan,nan,nan,0.3162
1.0,0.01,0.0631,1.262,47.543581616481774,0,1,nan,nan,nan,1.0
1.0,0.01,0.0631,1.262,47.543581616481774,0,5000,nan,nan,nan,1.0
1.0,0.01,0.0631,1.262,47.543581616481774,0,10000,nan,nan,nan,1.0
1.0,0.01,0.0631,1.262,47.543581616481774,0,15000,nan,nan,nan,1.0
1.0,0.01,0.0631,1.262,47.543581616481774,0,20000,nan,nan,nan,1.0
1.0,0.01,0.0631,1.262,47.543581616481774,0,25000,nan,nan,nan,1.0
3.0,0.1585,2.51189,50.23780000000001,1.19431981496005,0,1,0.02282118983566761,455.70184326171875,0.44641983363236015,1.0
3.0,0.1585,2.51189,50.23780000000001,1.19431981496005,0,5000,0.16551722586154938,367.06195068359375,0.7318545098678845,1.0
3.0,0.1585,2.51189,50.23780000000001,1.19431981496005,0,10000,0.23449547588825226,393.04705810546875,0.8166693850921546,1.0
3.0,0.1585,2.51189,50.23780000000001,1.19431981496005,0,15000,0.255526065826416,420.20416259765625,0.8656010438753874,1.0
3.0,0.1585,2.51189,50.23780000000001,1.19431981496005,0,20000,0.18866492807865143,428.4703674316406,0.9363888435817974,1.0
3.0,0.1585,2.51189,50.23780000000001,1.19431981496005,0,25000,0.17738518118858337,429.8106689453125,1.0,1.0
1.0,0.01,15.849,316.98,0.1892863903085368,0,1,nan,nan,nan,1.0
1.0,0.01,15.849,316.98,0.1892863903085368,0,5000,nan,nan,nan,1.0
1.0,0.01,15.849,316.98,0.1892863903085368,0,10000,nan,nan,nan,1.0
1.0,0.01,15.849,316.98,0.1892863903085368,0,15000,nan,nan,nan,1.0
1.0,0.01,15.849,316.98,0.1892863903085368,0,20000,nan,nan,nan,1.0
1.0,0.01,15.849,316.98,0.1892863903085368,0,25000,nan,nan,nan,1.0
3.0,0.3981,0.3981,7.962,7.535795026375283,0,1,0.03153048828244209,457.8681335449219,0.5344249358847899,0.01
3.0,0.3981,0.3981,7.962,7.535795026375283,0,5000,0.21928027272224426,371.98968505859375,1.0,0.01
3.0,0.3981,0.3981,7.962,7.535795026375283,0,10000,0.30203673243522644,408.1706848144531,0.7395936082067469,0.01
3.0,0.3981,0.3981,7.962,7.535795026375283,0,15000,0.16987267136573792,425.0133361816406,0.6855395541526929,0.01
3.0,0.3981,0.3981,7.962,7.535795026375283,0,20000,0.1366329789161682,437.7569580078125,0.6567370289998027,0.01
3.0,0.3981,0.3981,7.962,7.535795026375283,0,25000,0.08077047020196915,445.9306945800781,0.6401657131584139,0.01
3.0,1.0,0.01,0.2,300.0,0,1,0.04999832436442375,455.0997619628906,0.46669022795546916,0.1
3.0,1.0,0.01,0.2,300.0,0,5000,0.1570592075586319,408.4612731933594,0.8681745891500265,0.1
3.0,1.0,0.01,0.2,300.0,0,10000,0.14590710401535034,415.94390869140625,1.0,0.1
3.0,1.0,0.01,0.2,300.0,0,15000,0.1712491810321808,424.9933166503906,0.9381516168934441,0.1
3.0,1.0,0.01,0.2,300.0,0,20000,0.19180385768413544,431.0049133300781,0.8929139423926489,0.1
3.0,1.0,0.01,0.2,300.0,0,25000,0.22000470757484436,435.9610900878906,0.8399010425870295,0.1
3.0,0.3981,0.3981,7.962,7.535795026375283,0,1,0.03179359808564186,455.7338562011719,0.5369825387482833,0.1
3.0,0.3981,0.3981,7.962,7.535795026375283,0,5000,0.23528720438480377,372.19818115234375,1.0,0.1
3.0,0.3981,0.3981,7.962,7.535795026375283,0,10000,0.3066837787628174,408.50396728515625,0.7308220521875614,0.1
3.0,0.3981,0.3981,7.962,7.535795026375283,0,15000,0.1700270175933838,425.19732666015625,0.6774573278399059,0.1
3.0,0.3981,0.3981,7.962,7.535795026375283,0,20000,0.13420982658863068,437.7585754394531,0.6515597410241318,0.1
3.0,0.3981,0.3981,7.962,7.535795026375283,0,25000,0.0850287452340126,445.92315673828125,0.6366490092211105,0.1
1.0,0.01,0.01,0.2,300.0,0,1,nan,nan,nan,0.3162
1.0,0.01,0.01,0.2,300.0,0,5000,nan,nan,nan,0.3162
1.0,0.01,0.01,0.2,300.0,0,10000,nan,nan,nan,0.3162
1.0,0.01,0.01,0.2,300.0,0,15000,nan,nan,nan,0.3162
1.0,0.01,0.01,0.2,300.0,0,20000,nan,nan,nan,0.3162
1.0,0.01,0.01,0.2,300.0,0,25000,nan,nan,nan,0.3162
3.0,0.01,0.3981,7.962,7.535795026375283,0,1,nan,nan,nan,1.0
