k,D,alphabeta,alpha,beta,epsilon,t,hondadelta,sos_dist,area_diff
3.0,0.025100000202655792,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,1,0.014746511355042458,458.36639404296875,0.37578501533518327
3.0,0.025100000202655792,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,5000,0.2767236828804016,573.2506713867188,0.7724550898203593
3.0,0.025100000202655792,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,10000,0.18962515890598297,493.2714538574219,0.6465605374616621
3.0,0.025100000202655792,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,15000,0.07681359350681305,477.1031799316406,0.7502555863881992
3.0,0.025100000202655792,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,20000,0.06535381823778152,464.05859375,0.9304805024098145
3.0,0.025100000202655792,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,25000,0.07663185149431229,467.4344177246094,1.0
3.0,0.15850000083446503,100.0,2000.0,0.0,150.0,1,nan,486.0784912109375,1.0
3.0,0.15850000083446503,100.0,2000.0,0.0,150.0,5000,nan,486.0784912109375,1.0
3.0,0.15850000083446503,100.0,2000.0,0.0,150.0,10000,nan,486.0784912109375,1.0
3.0,0.15850000083446503,100.0,2000.0,0.0,150.0,15000,nan,486.0784912109375,1.0
3.0,0.15850000083446503,100.0,2000.0,0.0,150.0,20000,nan,486.0784912109375,1.0
3.0,0.15850000083446503,100.0,2000.0,0.0,150.0,25000,nan,486.0784912109375,1.0
3.0,0.009999999776482582,0.39809999999999973,7.961999999999994,7.5357950264000015,200.0,1,0.015458823181688786,456.95184326171875,0.3402981271499554
3.0,0.009999999776482582,0.39809999999999973,7.961999999999994,7.5357950264000015,200.0,5000,0.31069615483283997,518.7313232421875,0.6024971333927889
3.0,0.009999999776482582,0.39809999999999973,7.961999999999994,7.5357950264000015,200.0,10000,0.19513176381587982,535.6596069335938,0.7976812332781246
3.0,0.009999999776482582,0.39809999999999973,7.961999999999994,7.5357950264000015,200.0,15000,0.1650846153497696,523.556396484375,0.8300420435724296
3.0,0.009999999776482582,0.39809999999999973,7.961999999999994,7.5357950264000015,200.0,20000,0.09807101637125015,499.1660461425781,0.9197349980889286
3.0,0.009999999776482582,0.39809999999999973,7.961999999999994,7.5357950264000015,200.0,25000,0.1258769929409027,488.211669921875,1.0
3.0,0.15850000083446503,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,1,0.023710818961262703,457.4306640625,0.46766076421248837
3.0,0.15850000083446503,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,5000,0.2033967822790146,355.9132385253906,1.0
3.0,0.15850000083446503,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,10000,0.15580236911773682,368.2146301269531,0.7949673811742777
3.0,0.15850000083446503,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,15000,0.06050051748752594,393.77313232421875,0.7155638397017707
3.0,0.15850000083446503,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,20000,0.02407156489789486,417.2859802246094,0.622739981360671
3.0,0.15850000083446503,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,25000,0.016499049961566925,429.43780517578125,0.6074557315936626
3.0,0.025100000202655792,2.511890000000002,50.23780000000004,1.194319815,100.0,1,0.0160076804459095,455.9781188964844,0.3907995936729067
3.0,0.025100000202655792,2.511890000000002,50.23780000000004,1.194319815,100.0,5000,0.24751196801662445,605.989501953125,0.8151211725438978
3.0,0.025100000202655792,2.511890000000002,50.23780000000004,1.194319815,100.0,10000,0.20446960628032684,487.2357177734375,0.7117979973878973
3.0,0.025100000202655792,2.511890000000002,50.23780000000004,1.194319815,100.0,15000,0.11898008733987808,456.1180419921875,0.6917718763604702
3.0,0.025100000202655792,2.511890000000002,50.23780000000004,1.194319815,100.0,20000,0.04026618227362633,449.8565979003906,0.9393411696415614
3.0,0.025100000202655792,2.511890000000002,50.23780000000004,1.194319815,100.0,25000,0.09103400260210037,452.78582763671875,1.0
3.0,0.06310000270605087,100.0,2000.0,0.0,100.0,1,nan,486.0784912109375,1.0
3.0,0.06310000270605087,100.0,2000.0,0.0,100.0,5000,nan,486.0784912109375,1.0
3.0,0.06310000270605087,100.0,2000.0,0.0,100.0,10000,nan,486.0784912109375,1.0
3.0,0.06310000270605087,100.0,2000.0,0.0,100.0,15000,nan,486.0784912109375,1.0
3.0,0.06310000270605087,100.0,2000.0,0.0,100.0,20000,nan,486.0784912109375,1.0
3.0,0.06310000270605087,100.0,2000.0,0.0,100.0,25000,nan,486.0784912109375,1.0
3.0,0.39809998869895935,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,1,0.030591098591685295,456.2449951171875,0.54524064171123
3.0,0.39809998869895935,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,5000,0.20829859375953674,365.51171875,1.0
3.0,0.39809998869895935,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,10000,0.12875375151634216,400.31060791015625,0.732620320855615
3.0,0.39809998869895935,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,15000,0.05212709307670593,414.641845703125,0.6500534759358289
3.0,0.39809998869895935,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,20000,0.029406951740384102,419.8474426269531,0.6483422459893048
3.0,0.39809998869895935,0.39809999999999973,7.961999999999994,7.5357950264000015,150.0,25000,0.018806183710694313,421.2455749511719,0.6470588235294118
3.0,0.15850000083446503,15.848999999999984,316.9799999999997,0.18928639030000016,100.0,1,0.022502681240439415,456.9315490722656,0.4731084776663628
3.0,0.15850000083446503,15.848999999999984,316.9799999999997,0.18928639030000016,100.0,5000,0.14607790112495422,335.2664794921875,1.0
3.0,0.15850000083446503,15.848999999999984,316.9799999999997,0.18928639030000016,100.0,10000,0.11809377372264862,364.6747131347656,0.8005469462169553
3.0,0.15850000083446503,15.848999999999984,316.9799999999997,0.18928639030000016,100.0,15000,0.07898140698671341,404.6706848144531,0.6780309936189608
3.0,0.15850000083446503,15.848999999999984,316.9799999999997,0.18928639030000016,100.0,20000,0.04742252081632614,423.8739013671875,0.6054694621695533
3.0,0.15850000083446503,15.848999999999984,316.9799999999997,0.18928639030000016,100.0,25000,0.02113237790763378,435.1954650878906,0.5613491340018232
3.0,0.39809998869895935,100.0,2000.0,0.0,100.0,1,nan,486.0784912109375,1.0
3.0,0.39809998869895935,100.0,2000.0,0.0,100.0,5000,nan,486.0784912109375,1.0
3.0,0.39809998869895935,100.0,2000.0,0.0,100.0,10000,nan,486.0784912109375,1.0
3.0,0.39809998869895935,100.0,2000.0,0.0,100.0,15000,nan,486.0784912109375,1.0
3.0,0.39809998869895935,100.0,2000.0,0.0,100.0,20000,nan,486.0784912109375,1.0
3.0,0.39809998869895935,100.0,2000.0,0.0,100.0,25000,nan,486.0784912109375,1.0
3.0,0.06310000270605087,0.010000000000000004,0.20000000000000007,300.0,200.0,1,0.01790398731827736,455.1042785644531,0.532735254819622
3.0,0.06310000270605087,0.010000000000000004,0.20000000000000007,300.0,200.0,5000,0.06738951802253723,428.68426513671875,0.5705287268562703
3.0,0.06310000270605087,0.010000000000000004,0.20000000000000007,300.0,200.0,10000,0.11486978083848953,421.022705078125,0.9259400648978813
3.0,0.06310000270605087,0.010000000000000004,0.20000000000000007,300.0,200.0,15000,0.12375643104314804,449.69476318359375,0.8022523382324871
3.0,0.06310000270605087,0.010000000000000004,0.20000000000000007,300.0,200.0,20000,0.09694018214941025,444.416748046875,0.9125787364000764
3.0,0.06310000270605087,0.010000000000000004,0.20000000000000007,300.0,200.0,25000,0.06831671297550201,444.02880859375,1.0
3.0,0.009999999776482582,0.39809999999999973,7.961999999999994,7.5357950264000015,300.0,1,0.01615964062511921,456.0277099609375,0.3097449159515693
3.0,0.009999999776482582,0.39809999999999973,7.961999999999994,7.5357950264000015,300.0,5000,0.2654550075531006,481.6131286621094,0.6978958504760785
3.0,0.009999999776482582,0.39809999999999973,7.961999999999994,7.5357950264000015,300.0,10000,0.19725707173347473,521.881591796875,0.8643470083460679
3.0,0.009999999776482582,0.39809999999999973,7.961999999999994,7.5357950264000015,300.0,15000,0.11570225656032562,512.6075439453125,0.859174797225814
3.0,0.009999999776482582,0.39809999999999973,7.961999999999994,7.5357950264000015,300.0,20000,0.13395294547080994,493.1361083984375,0.9012577877042436
3.0,0.009999999776482582,0.39809999999999973,7.961999999999994,7.5357950264000015,300.0,25000,0.1461488902568817,492.8683166503906,1.0
3.0,0.39809998869895935,0.06310000000000002,1.2620000000000002,47.543581616499985,200.0,1,0.03224558010697365,456.7061767578125,0.5519705942413723
3.0,0.39809998869895935,0.06310000000000002,1.2620000000000002,47.543581616499985,200.0,5000,0.24415536224842072,366.533203125,1.0
3.0,0.39809998869895935,0.06310000000000002,1.2620000000000002,47.543581616499985,200.0,10000,0.17003783583641052,399.66961669921875,0.703083520522769
3.0,0.39809998869895935,0.06310000000000002,1.2620000000000002,47.543581616499985,200.0,15000,0.04279577359557152,412.9881591796875,0.6226260976107821
3.0,0.39809998869895935,0.06310000000000002,1.2620000000000002,47.543581616499985,200.0,20000,0.027288688346743584,419.5666198730469,0.6054727384112722
3.0,0.39809998869895935,0.06310000000000002,1.2620000000000002,47.543581616499985,200.0,25000,0.017405904829502106,422.1778869628906,0.5956708188686951
3.0,0.15850000083446503,2.511890000000002,50.23780000000004,1.194319815,200.0,1,0.023582929745316505,455.9684143066406,0.536874878381008
3.0,0.15850000083446503,2.511890000000002,50.23780000000004,1.194319815,200.0,5000,0.15691441297531128,358.57281494140625,1.0
3.0,0.15850000083446503,2.511890000000002,50.23780000000004,1.194319815,200.0,10000,0.11855429410934448,375.758056640625,0.8493870402802102
3.0,0.15850000083446503,2.511890000000002,50.23780000000004,1.194319815,200.0,15000,0.02514650486409664,411.3847961425781,0.7291301809690601
3.0,0.15850000083446503,2.511890000000002,50.23780000000004,1.194319815,200.0,20000,0.018658533692359924,426.5828552246094,0.7493675812414867
3.0,0.15850000083446503,2.511890000000002,50.23780000000004,1.194319815,200.0,25000,0.017931945621967316,442.2157287597656,0.6898229227476163
3.0,0.39809998869895935,15.848999999999984,316.9799999999997,0.18928639030000016,50.0,1,0.03062569350004196,457.12005615234375,0.5374491968260112
3.0,0.39809998869895935,15.848999999999984,316.9799999999997,0.18928639030000016,50.0,5000,0.1641235053539276,356.9267578125,1.0
3.0,0.39809998869895935,15.848999999999984,316.9799999999997,0.18928639030000016,50.0,10000,0.16877886652946472,391.5660095214844,0.7561447648538804
3.0,0.39809998869895935,15.848999999999984,316.9799999999997,0.18928639030000016,50.0,15000,0.10649050027132034,408.0310974121094,0.6582155989936133
3.0,0.39809998869895935,15.848999999999984,316.9799999999997,0.18928639030000016,50.0,20000,0.0656944066286087,414.97357177734375,0.623379136829882
3.0,0.39809998869895935,15.848999999999984,316.9799999999997,0.18928639030000016,50.0,25000,0.061460886150598526,417.956787109375,0.6106057673698471
3.0,1.0,15.848999999999984,316.9799999999997,0.18928639030000016,50.0,1,0.05193803086876869,457.1883239746094,0.4209284028324154
3.0,1.0,15.848999999999984,316.9799999999997,0.18928639030000016,50.0,5000,0.11906825751066208,394.8985900878906,1.0
3.0,1.0,15.848999999999984,316.9799999999997,0.18928639030000016,50.0,10000,0.12509174644947052,414.2162780761719,0.8498819826907946
3.0,1.0,15.848999999999984,316.9799999999997,0.18928639030000016,50.0,15000,0.09084928035736084,418.9714660644531,0.8177812745869394
3.0,1.0,15.848999999999984,316.9799999999997,0.18928639030000016,50.0,20000,0.07290154695510864,419.55853271484375,0.8026750590086547
3.0,1.0,15.848999999999984,316.9799999999997,0.18928639030000016,50.0,25000,0.07768235355615616,419.6268615722656,0.7982690794649882
3.0,0.15850000083446503,100.0,2000.0,0.0,50.0,1,nan,486.0784912109375,1.0
3.0,0.15850000083446503,100.0,2000.0,0.0,50.0,5000,nan,486.0784912109375,1.0
3.0,0.15850000083446503,100.0,2000.0,0.0,50.0,10000,nan,486.0784912109375,1.0
3.0,0.15850000083446503,100.0,2000.0,0.0,50.0,15000,nan,486.0784912109375,1.0
3.0,0.15850000083446503,100.0,2000.0,0.0,50.0,20000,nan,486.0784912109375,1.0
3.0,0.15850000083446503,100.0,2000.0,0.0,50.0,25000,nan,486.0784912109375,1.0
3.0,0.06310000270605087,0.39809999999999973,7.961999999999994,7.5357950264000015,200.0,1,0.017935017123818398,457.4511413574219,0.48865904554527306
3.0,0.06310000270605087,0.39809999999999973,7.961999999999994,7.5357950264000015,200.0,5000,0.3297613263130188,466.23736572265625,0.9001996007984032
3.0,0.06310000270605087,0.39809999999999973,7.961999999999994,7.5357950264000015,200.0,10000,0.10653823614120483,463.5415344238281,0.9724187987661042
3.0,0.06310000270605087,0.39809999999999973,7.961999999999994,7.5357950264000015,200.0,15000,0.09378191828727722,445.35577392578125,0.8842315369261478
3.0,0.06310000270605087,0.39809999999999973,7.961999999999994,7.5357950264000015,200.0,20000,0.04170417785644531,448.66650390625,0.943023044819452
3.0,0.06310000270605087,0.39809999999999973,7.961999999999994,7.5357950264000015,200.0,25000,0.07471244037151337,449.82958984375,1.0
3.0,0.39809998869895935,0.010000000000000004,0.20000000000000007,300.0,50.0,1,0.03261864557862282,458.1048583984375,0.6667488291841263
3.0,0.39809998869895935,0.010000000000000004,0.20000000000000007,300.0,50.0,5000,0.10648506879806519,419.89373779296875,1.0
3.0,0.39809998869895935,0.010000000000000004,0.20000000000000007,300.0,50.0,10000,0.14525774121284485,392.7506408691406,0.9985210746857284
