k,D,alphabeta,alpha,beta,epsilon,t,hondadelta,sos_dist,area_diff,F,localization
3.0,0.03,5.0,100.0,0.6,0,1,0.015338030643761158,456.0045471191406,0.280222611563434,0.03,7.110053032890443e-05
3.0,0.03,5.0,100.0,0.6,0,5000,0.2478007972240448,443.9471130371094,0.5376687622384829,0.03,0.592566673289283
3.0,0.03,5.0,100.0,0.6,0,10000,0.31956952810287476,424.2561950683594,0.734927342059157,0.03,0.7776720646249383
3.0,0.03,5.0,100.0,0.6,0,15000,0.21914418041706085,438.3035888671875,0.8713799855714728,0.03,0.8637354689041743
3.0,0.03,5.0,100.0,0.6,0,20000,0.26556527614593506,451.7620849609375,0.9612490982170463,0.03,1.0603891537384578
3.0,0.03,5.0,100.0,0.6,0,25000,0.17557251453399658,454.0888977050781,1.0,0.03,1.3021788251764443
3.0,0.12,0.06,1.2,50.0,0,1,0.01990947127342224,457.0235595703125,0.4155864438544432,0.19,0.005681173959867816
3.0,0.12,0.06,1.2,50.0,0,5000,0.19137881696224213,398.7955627441406,0.687958769326878,0.19,1.5377452172074637
3.0,0.12,0.06,1.2,50.0,0,10000,0.36184775829315186,385.6479187011719,0.8372637826019054,0.19,3.23287018438177
3.0,0.12,0.06,1.2,50.0,0,15000,0.195664182305336,406.6566162109375,0.9025456817116977,0.19,5.35578669968415
3.0,0.12,0.06,1.2,50.0,0,20000,0.251230388879776,421.653564453125,0.952209901608621,0.19,7.6236732030541505
3.0,0.12,0.06,1.2,50.0,0,25000,0.1655067801475525,434.01898193359375,1.0,0.19,9.859324909899053
3.0,0.06,0.06,1.2,50.0,0,1,nan,nan,nan,3.0,nan
3.0,0.06,0.06,1.2,50.0,0,5000,nan,nan,nan,3.0,nan
3.0,0.06,0.06,1.2,50.0,0,10000,nan,nan,nan,3.0,nan
3.0,0.06,0.06,1.2,50.0,0,15000,nan,nan,nan,3.0,nan
3.0,0.06,0.06,1.2,50.0,0,20000,nan,nan,nan,3.0,nan
3.0,0.06,0.06,1.2,50.0,0,25000,nan,nan,nan,3.0,nan
3.0,0.25,5.0,100.0,0.6,0,1,0.026349186897277832,457.5869140625,0.5953079178885631,0.08,6.393649992005778e-05
3.0,0.25,5.0,100.0,0.6,0,5000,0.2059931755065918,367.9944763183594,0.9418001353485225,0.08,0.3182056227836672
3.0,0.25,5.0,100.0,0.6,0,10000,0.30788519978523254,403.6616516113281,0.9264606361380555,0.08,0.9722941295983462
3.0,0.25,5.0,100.0,0.6,0,15000,0.19917064905166626,423.5829772949219,0.9300699300699301,0.08,1.3861889881891376
3.0,0.25,5.0,100.0,0.6,0,20000,0.13794751465320587,435.9617614746094,0.9476652379878187,0.08,1.5072435228221663
3.0,0.25,5.0,100.0,0.6,0,25000,0.12664830684661865,445.22076416015625,1.0,0.08,1.4794795676859012
3.0,0.25,15.0,300.0,0.2,0,1,0.02679300308227539,456.8185729980469,0.5575333757151939,3.0,2.1048833591998294e-05
3.0,0.25,15.0,300.0,0.2,0,5000,0.22303852438926697,372.0699157714844,0.920322102140284,3.0,0.04519232971174921
3.0,0.25,15.0,300.0,0.2,0,10000,0.2632141411304474,403.6393737792969,0.8635304089849545,3.0,0.1794625184277484
3.0,0.25,15.0,300.0,0.2,0,15000,0.18432368338108063,425.1603088378906,0.882178427632973,3.0,0.28541315380264554
