k,D,alphabeta,alpha,beta,epsilon,t,hondadelta,sos_dist,area_diff,F,localization,adj_arrangement,adj_diffmag
3.0,0.03,5.0,100.0,0.6,0,5000,0.2613719403743744,3.195201034007554,0.08936748090426902,0.03,0.11999232953994508,0.10093584059360755,1.2276803383938129
3.0,0.03,5.0,100.0,0.6,0,10000,0.3273642659187317,3.11541056790619,0.12278761096802245,0.03,0.2015846243232927,0.12097586895647096,1.147438721686474
3.0,0.03,5.0,100.0,0.6,0,15000,0.3301997780799866,3.1293900185720562,0.13791982002988123,0.03,0.3263717132559515,0.12319586499460296,1.0263121993903759
3.0,0.03,5.0,100.0,0.6,0,20000,0.2967929244041443,3.206090843245245,0.1516832865635317,0.03,0.4535774624038442,0.11570110380265083,0.9677372792257225
3.0,0.03,5.0,100.0,0.6,0,25000,0.20423975586891174,3.281644004001304,0.15772856606311847,0.03,0.5590210957671474,0.10426710280387833,0.9479226536574176
3.0,0.03,5.0,100.0,0.6,0,30000,0.1975345015525818,3.241232893737546,0.1600858448616995,0.03,0.623598061165442,0.0895084333702957,0.9580894956845268
3.0,0.03,5.0,100.0,0.6,0,35000,0.18231625854969025,3.2630124565771763,0.16259520616341477,0.03,0.6644990851809792,0.08581409090254538,0.9240251273226913
3.0,0.03,5.0,100.0,0.6,0,40000,0.2214680016040802,3.2079371571332027,0.1641920724463245,0.03,0.6938052017804013,0.07667309921640494,0.9144735305819672
3.0,0.03,5.0,100.0,0.6,0,45000,0.15566006302833557,3.2848478115878437,0.1654847737229657,0.03,0.7155246752916069,0.06716458391605183,0.8969360221331495
3.0,0.03,5.0,100.0,0.6,0,50000,0.1843387633562088,3.3033648808470613,0.16651133061912193,0.03,0.7317361805046473,0.0660535439598884,0.8752777242574409
3.0,0.12,0.06,1.2,50.0,0,5000,0.18906909227371216,3.115583540552428,0.08389251079143568,0.19,0.0785281531700582,0.0985591850445658,1.5582003297770184
3.0,0.12,0.06,1.2,50.0,0,10000,0.32415902614593506,3.02535370517967,0.0995189879884808,0.19,0.12131457720727783,0.14911499176271967,1.054144448488633
3.0,0.12,0.06,1.2,50.0,0,15000,0.26850977540016174,3.1096281371021757,0.10294084430900163,0.19,0.17764355603344867,0.1480593612831055,0.9012880321346435
3.0,0.12,0.06,1.2,50.0,0,20000,0.2773028016090393,3.1560714733831516,0.10442364871456065,0.19,0.23966373178690187,0.14850195881302866,0.8348651885081546
3.0,0.12,0.06,1.2,50.0,0,25000,0.2359551638364792,3.1851082525645023,0.104917916849747,0.19,0.2985487290804605,0.14345174792245852,0.7983748397164695
3.0,0.12,0.06,1.2,50.0,0,30000,0.22793450951576233,3.2132284838158354,0.10602051499747038,0.19,0.34939698490130716,0.13827495326309824,0.7689450945638723
3.0,0.12,0.06,1.2,50.0,0,35000,0.1651194542646408,3.2313861685598857,0.1068569687647088,0.19,0.3910918777927244,0.1346311599363411,0.760012562218281
3.0,0.12,0.06,1.2,50.0,0,40000,0.13954833149909973,3.245910705652594,0.10735123689989516,0.19,0.4244528273700078,0.13321361455313477,0.7195033543551401
3.0,0.12,0.06,1.2,50.0,0,45000,0.14685948193073273,3.2588675444406237,0.10799758753821576,0.19,0.45092149075925797,0.13208947962148895,0.696731500661304
3.0,0.12,0.06,1.2,50.0,0,50000,0.13470974564552307,3.2744402287551635,0.10871997942810348,0.19,0.47197173935292286,0.13021959779029274,0.6882037429458057
3.0,0.06,0.06,1.2,50.0,0,1,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,5000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,10000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,15000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,20000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,25000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,30000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,35000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,40000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,45000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,50000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,5.0,100.0,0.6,0,5000,0.19558082520961761,2.9704377573713443,0.08739040836352364,0.08,0.13947496529306697,0.15596949717637765,0.897021550459771
3.0,0.25,5.0,100.0,0.6,0,10000,0.2701740562915802,3.104809369232515,0.07761910753714749,0.08,0.19166250772379714,0.15404845688380725,0.8074945295723218
3.0,0.25,5.0,100.0,0.6,0,15000,0.21429353952407837,3.166277501192517,0.07742900440822968,0.08,0.22838251328264111,0.1517652275827541,0.7199490987776613
3.0,0.25,5.0,100.0,0.6,0,20000,0.17116065323352814,3.2028624037214364,0.0768586950214762,0.08,0.2551417819205266,0.15352256779259266,0.7042040604307717
3.0,0.25,5.0,100.0,0.6,0,25000,0.13939833641052246,3.2327964888895497,0.07636442688628986,0.08,0.27492996547730963,0.15249795180133122,0.6374932292428827
3.0,0.25,5.0,100.0,0.6,0,30000,0.13393926620483398,3.2564102709873053,0.0767446331441255,0.08,0.2899914097988078,0.15105400046682027,0.6137419168966146
3.0,0.25,5.0,100.0,0.6,0,35000,0.0818534791469574,3.2768905691394536,0.07769514878871463,0.08,0.3018343150571891,0.15099345088508526,0.6016795157771435
3.0,0.25,5.0,100.0,0.6,0,40000,0.09470993280410767,3.28479127556649,0.0780373344207667,0.08,0.31139358016761337,0.15061288023219666,0.583742443362235
3.0,0.25,5.0,100.0,0.6,0,45000,0.0934600830078125,3.286824487699071,0.07872170568487087,0.08,0.3190510595186448,0.14998572931865953,0.5757405674358043
3.0,0.25,5.0,100.0,0.6,0,50000,0.07672535628080368,3.2899339981127103,0.07948211820054217,0.08,0.32520198423413715,0.14950043586296646,0.5731369694240699
3.0,0.25,15.0,300.0,0.2,0,1,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,15.0,300.0,0.2,0,5000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,15.0,300.0,0.2,0,10000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,15.0,300.0,0.2,0,15000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,15.0,300.0,0.2,0,20000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,15.0,300.0,0.2,0,25000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,15.0,300.0,0.2,0,30000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,15.0,300.0,0.2,0,35000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,15.0,300.0,0.2,0,40000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,15.0,300.0,0.2,0,45000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,15.0,300.0,0.2,0,50000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,1,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,5000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,10000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,15000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,20000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,25000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,30000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,35000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,40000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,45000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,50000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,1,nan,nan,nan,0.19,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,5000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,10000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,15000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,20000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,25000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,30000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,35000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,40000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,45000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,50000,nan,nan,nan,0.19,nan,nan,nan
3.0,0.25,0.55,11.0,5.454545454545454,0,5000,0.25482237339019775,2.9686751585158744,0.08815082087919494,1.2,0.13036900961969367,0.15406405364577191,0.9245248687305583
3.0,0.25,0.55,11.0,5.454545454545454,0,10000,0.3172908425331116,3.0888860999959347,0.07377902433300745,1.2,0.20178954394819532,0.15489302773355473,0.8347048267058065
3.0,0.25,0.55,11.0,5.454545454545454,0,15000,0.24067240953445435,3.1601871639741814,0.0688743636069276,1.2,0.2538761905979331,0.1543939196367192,0.7160481162825677
3.0,0.25,0.55,11.0,5.454545454545454,0,20000,0.1445014327764511,3.2023357519617903,0.06579469291845884,1.2,0.2917862842975043,0.15376086121492646,0.6571023233533421
3.0,0.25,0.55,11.0,5.454545454545454,0,25000,0.10740533471107483,3.2338057199387085,0.06366553787457922,1.2,0.3186027986876652,0.1560232454037858,0.5999016107143551
3.0,0.25,0.55,11.0,5.454545454545454,0,30000,0.07814296334981918,3.253642776478429,0.06355147599722853,1.2,0.3374442139680218,0.1551963592015314,0.5593007931231432
3.0,0.25,0.55,11.0,5.454545454545454,0,35000,0.06505679339170456,3.259020912632327,0.06427386788711625,1.2,0.35046539262816856,0.15611724396959387,0.544553266593327
3.0,0.25,0.55,11.0,5.454545454545454,0,40000,0.06219876557588577,3.2619118603379196,0.0646540741449519,1.2,0.35922375964768916,0.15466658291051458,0.538768668151256
3.0,0.25,0.55,11.0,5.454545454545454,0,45000,0.054247308522462845,3.2623682056610823,0.06587073417002598,1.2,0.3650999745533845,0.15487672807077646,0.5322685063697915
3.0,0.25,0.55,11.0,5.454545454545454,0,50000,0.05818254500627518,3.263275116577062,0.0667071879372644,1.2,0.3690701411292843,0.1545519294545661,0.5305570356147761
3.0,0.5,0.55,11.0,5.454545454545454,0,5000,0.21825048327445984,3.024501087189433,0.10936633006642407,0.48,0.12137645298022334,0.16148808175660362,0.8494077825626891
3.0,0.5,0.55,11.0,5.454545454545454,0,10000,0.3050200641155243,3.1366257878693315,0.08533729457121114,0.48,0.16581536504736266,0.16105775155715474,0.7248430055969308
3.0,0.5,0.55,11.0,5.454545454545454,0,15000,0.15509794652462006,3.1897259113935115,0.07548995249326787,0.48,0.18685002072021173,0.16216384649023322,0.6209657145160251
3.0,0.5,0.55,11.0,5.454545454545454,0,20000,0.12475243210792542,3.2244727073099466,0.07035716801248662,0.48,0.19877327921036456,0.16156789025190857,0.5577059325717195
3.0,0.5,0.55,11.0,5.454545454545454,0,25000,0.09564133733510971,3.239805683671429,0.06712541482088362,0.48,0.20594001922883948,0.16156541495958587,0.5354852952657285
3.0,0.5,0.55,11.0,5.454545454545454,0,30000,0.08530052751302719,3.2479751319616166,0.06507230102857112,0.48,0.21033382785122043,0.1616217545314394,0.5163615500642126
3.0,0.5,0.55,11.0,5.454545454545454,0,35000,0.09121008217334747,3.2521395341586987,0.06442595039025052,0.48,0.21312499777193658,0.1615262170538485,0.5136709459146838
3.0,0.5,0.55,11.0,5.454545454545454,0,40000,0.09139568358659744,3.2538904090214062,0.06396970288084775,0.48,0.2149434997630801,0.16161440780555453,0.5133770307687343
3.0,0.5,0.55,11.0,5.454545454545454,0,45000,0.08130466938018799,3.2553338517467183,0.06370355850036279,0.48,0.2161563603875619,0.16141488627868786,0.5122670109692582
3.0,0.5,0.55,11.0,5.454545454545454,0,50000,0.0824684128165245,3.2555248829826984,0.06377959975192991,0.48,0.21698331603699195,0.16068893888456254,0.5107656084403386
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,5000,0.1717262864112854,3.0216720695728356,0.11712253772627129,0.08,0.09895016789984613,0.15641907484823855,0.8800699467204764
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,10000,0.22703543305397034,3.1224347560032912,0.08974768716210466,0.08,0.14708852293309582,0.1613571022596735,0.7533345366346161
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,15000,0.1768360435962677,3.1775180385541906,0.07921597382005721,0.08,0.17375113156564978,0.1618992683921687,0.6543147521869088
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,20000,0.1370122879743576,3.214710328355617,0.07355090057830606,0.08,0.18857153131454515,0.16108702944089368,0.5749390896079082
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,25000,0.10338062047958374,3.2382175224134806,0.07005300300621811,0.08,0.19757105920438217,0.16096569363861268,0.5447864471473316
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,30000,0.09378433227539062,3.249386269626883,0.06769572420763709,0.08,0.20316191989834492,0.16025263984150206,0.5261623819713613
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,35000,0.09755002707242966,3.2566424940322722,0.06590875479580954,0.08,0.20678697078047065,0.16101388599551766,0.5173859061021385
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,40000,0.08079545199871063,3.2606315850114904,0.06518636290592182,0.08,0.20922137643803423,0.15935553083035794,0.5175361994704278
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,45000,0.07258769124746323,3.2633674930540386,0.0648821978996533,0.08,0.21089880018399168,0.1614055166176982,0.5186436192629125
3.0,0.5,0.18,3.5999999999999996,16.666666666666668,0,50000,0.07229026407003403,3.2645027118824634,0.0648821978996533,0.08,0.21208118404748857,0.16110377594623013,0.512437613348963
3.0,0.5,0.06,1.2,50.0,0,5000,0.18610095977783203,3.0590630894183795,0.11126736135560233,0.48,0.06798537053560948,0.1259792197318593,0.9331030454649248
3.0,0.5,0.06,1.2,50.0,0,10000,0.26648616790771484,3.1058706141463515,0.08902529527221693,0.48,0.10680293241772844,0.1610468826785626,0.7896597185533826
3.0,0.5,0.06,1.2,50.0,0,15000,0.26228567957878113,3.1626850735606964,0.07898785006535583,0.48,0.13958097642321526,0.16268327328029417,0.6858103823085567
3.0,0.5,0.06,1.2,50.0,0,20000,0.1504925787448883,3.1960177787748094,0.07336079744938824,0.48,0.16397691788318716,0.16158790795026975,0.6137123324392618
3.0,0.5,0.06,1.2,50.0,0,25000,0.13557177782058716,3.2238688937077904,0.06986289987730028,0.48,0.1815310019595352,0.16092160892727012,0.5512259768517596
3.0,0.5,0.06,1.2,50.0,0,30000,0.10141324251890182,3.236257387160784,0.06784780671077134,0.48,0.1936877224805259,0.1617509174746083,0.5370596722662833
3.0,0.5,0.06,1.2,50.0,0,35000,0.0974230170249939,3.243836704961372,0.06628896105364519,0.48,0.20188452537758875,0.1616224124295569,0.5203375957474297
3.0,0.5,0.06,1.2,50.0,0,40000,0.09263619035482407,3.249288226943703,0.06571865166689173,0.48,0.20735683935427246,0.16032071186363137,0.5180705296233281
3.0,0.5,0.06,1.2,50.0,0,45000,0.07090767472982407,3.252587410332293,0.06473011539651903,0.48,0.2110032828257818,0.1611729876372568,0.5143993540837958
3.0,0.5,0.06,1.2,50.0,0,50000,0.0699511244893074,3.254026856221659,0.06419782663554913,0.48,0.2134296192642915,0.16202189596010916,0.5117082815362956
3.0,0.06,0.06,1.2,50.0,0,5000,0.1504335105419159,3.101392945348541,0.0741592305908431,0.03,0.08237697536302106,0.07151457246874232,1.737890753585425
3.0,0.06,0.06,1.2,50.0,0,10000,0.3618207573890686,3.0475054558021806,0.11335849577369839,0.03,0.1173361654908138,0.13257448899586327,1.282760058684236
3.0,0.06,0.06,1.2,50.0,0,15000,0.23925268650054932,3.1166783732094094,0.12438447725093218,0.03,0.17482545650579165,0.13799031901353,1.0115719166985124
3.0,0.06,0.06,1.2,50.0,0,20000,0.23908394575119019,3.152319016340693,0.1317984992787273,0.03,0.24726116560532585,0.13864953848369416,0.9072445003530253
3.0,0.06,0.06,1.2,50.0,0,25000,0.23740868270397186,3.173801843817079,0.13328130368428634,0.03,0.3253114401731212,0.13167307296750447,0.8822935636755553
3.0,0.06,0.06,1.2,50.0,0,30000,0.1520698517560959,3.183412372788505,0.13666513937902358,0.03,0.3985531225252193,0.12827281622470127,0.8679770848525475
3.0,0.06,0.06,1.2,50.0,0,35000,0.16286376118659973,3.200876316011893,0.13982085131905947,0.03,0.46035913675910256,0.12518566314619628,0.868288259720447
3.0,0.06,0.06,1.2,50.0,0,40000,0.2260553389787674,3.217469784847443,0.14134167635040207,0.03,0.5095671710598851,0.11947908445457091,0.8504119143972143
3.0,0.06,0.06,1.2,50.0,0,45000,0.22315984964370728,3.221767419463459,0.1420640682402898,0.03,0.547584741474958,0.11847552106038545,0.8367819216659707
3.0,0.06,0.06,1.2,50.0,0,50000,0.243951216340065,3.2386280233176588,0.14267239825282685,0.03,0.5765468401492329,0.11545459109159019,0.8233605080451372
3.0,0.5,15.0,300.0,0.2,0,5000,0.23915812373161316,3.0436515547258964,0.1063246800037389,0.08,0.1318146765683729,0.16108278010299312,0.8140665839171749
3.0,0.5,15.0,300.0,0.2,0,10000,0.2041148543357849,3.1461447605407193,0.0835503251593836,0.08,0.16830367341197972,0.16163494663042668,0.7110099403743614
3.0,0.5,15.0,300.0,0.2,0,15000,0.15952616930007935,3.195552424053506,0.07484360185494728,0.08,0.18539451651282376,0.16100147400856926,0.6165360113813999
3.0,0.5,15.0,300.0,0.2,0,20000,0.12292847782373428,3.2290830571845417,0.07009102363200168,0.08,0.19541811681761703,0.16084611599135495,0.5496964306589881
3.0,0.5,15.0,300.0,0.2,0,25000,0.09008662402629852,3.2450149981582093,0.06731551794980144,0.08,0.2017147096644842,0.16135848071029008,0.5338031345821204
3.0,0.5,15.0,300.0,0.2,0,30000,0.08814927935600281,3.2538983009265188,0.06560458978954103,0.08,0.20580386539072093,0.16089430114426456,0.5198270337014885
3.0,0.5,15.0,300.0,0.2,0,35000,0.09568435698747635,3.258560900613469,0.06438792976446694,0.08,0.2085521909275303,0.16050942461623915,0.5144241624946118
3.0,0.5,15.0,300.0,0.2,0,40000,0.08196302503347397,3.2615655657215847,0.06381762037771348,0.08,0.21044009521252027,0.16175976968467176,0.5080178283781694
3.0,0.5,15.0,300.0,0.2,0,45000,0.07550659030675888,3.2633620189653274,0.06400772350663131,0.08,0.21176861530226382,0.1605843738238332,0.5121044832522023
3.0,0.5,15.0,300.0,0.2,0,50000,0.0779363214969635,3.264375367197658,0.06408376475819844,0.08,0.21272379132314795,0.16068849845844937,0.505476097567392
3.0,0.5,0.06,1.2,50.0,0,5000,0.2094649076461792,3.087366044001456,0.1205824146725757,0.08,0.06830489519837532,0.11859366382538604,0.9967333712213108
3.0,0.5,0.06,1.2,50.0,0,10000,0.24865591526031494,3.1114578910372823,0.09119247094188013,0.08,0.10602402359543633,0.1615380392435833,0.7934521151483697
3.0,0.5,0.06,1.2,50.0,0,15000,0.2414858639240265,3.1622521215322617,0.08054669572248198,0.08,0.13745372248905147,0.16246426937384262,0.6868658157259625
3.0,0.5,0.06,1.2,50.0,0,20000,0.19888506829738617,3.195883047152477,0.07453943684867875,0.08,0.1606200655630109,0.16154297032913917,0.6163573419284838
3.0,0.5,0.06,1.2,50.0,0,25000,0.1407344490289688,3.2239413896337856,0.07096549802502365,0.08,0.1772865608167338,0.16049628220517048,0.5626494695090508
3.0,0.5,0.06,1.2,50.0,0,30000,0.1102527603507042,3.2388047571231766,0.06860821922644264,0.08,0.18896400920007328,0.16094493466921997,0.5436178837112041
3.0,0.5,0.06,1.2,50.0,0,35000,0.09687408804893494,3.247820096274262,0.06685927044039866,0.08,0.19698056311373047,0.16050169045445029,0.5280154559399863
3.0,0.5,0.06,1.2,50.0,0,40000,0.09407906234264374,3.254396252871356,0.06560458978954103,0.08,0.20246054668700655,0.16073055330050476,0.5184144935211688
3.0,0.5,0.06,1.2,50.0,0,45000,0.08870390802621841,3.2580864309147746,0.06473011539651903,0.08,0.20621191751540222,0.16136816208012422,0.5144598305448997
3.0,0.5,0.06,1.2,50.0,0,50000,0.09594042599201202,3.2604757814040473,0.06450199164181764,0.08,0.20879567874080174,0.16203044779967646,0.5167590244057545
3.0,0.25,15.0,300.0,0.2,0,5000,0.21396850049495697,2.969275341636291,0.08929143965270188,0.03,0.14052763354116074,0.15616604194322822,0.897057383628898
3.0,0.25,15.0,300.0,0.2,0,10000,0.2921030819416046,3.1070359478360077,0.07845556130438591,0.03,0.19136582558134665,0.15595340121720797,0.8025001456418143
3.0,0.25,15.0,300.0,0.2,0,15000,0.25821712613105774,3.1678192561378764,0.07849358193016948,0.03,0.22721915350612618,0.15138045075166942,0.7172970523882456
3.0,0.25,15.0,300.0,0.2,0,20000,0.1870540976524353,3.203179143281247,0.07796129316919959,0.03,0.25334295863419704,0.1526003057425094,0.7050237502481216
3.0,0.25,15.0,300.0,0.2,0,25000,0.15933150053024292,3.2302938067363436,0.07784723129184888,0.03,0.272739564631828,0.1525609357595461,0.6492041297920187
3.0,0.25,15.0,300.0,0.2,0,30000,0.12259739637374878,3.25584975895931,0.0782654581754681,0.03,0.28756134471163347,0.15137586738675646,0.6179785742268983
3.0,0.25,15.0,300.0,0.2,0,35000,0.08542788773775101,3.2759743629746825,0.07894982943957227,0.03,0.2992601076018396,0.15108033806230792,0.6027069915208147
3.0,0.25,15.0,300.0,0.2,0,40000,0.08766444772481918,3.285011069466108,0.07974826258102712,0.03,0.30880543177164627,0.1507879660438154,0.5876812252630719
3.0,0.25,15.0,300.0,0.2,0,45000,0.08749431371688843,3.2877643848583475,0.08028055134199703,0.03,0.31657868435429126,0.15006385587926793,0.5749799972604459
3.0,0.25,15.0,300.0,0.2,0,50000,0.09025770425796509,3.2901874958880875,0.0808508607287505,0.03,0.3228537189287916,0.15014125516517268,0.5667242905334825
3.0,0.25,1.6,32.0,1.875,0,5000,0.17299479246139526,2.969142354127524,0.08845498588546345,0.48,0.1374406408127757,0.1582350520071577,0.9194388601131548
3.0,0.25,1.6,32.0,1.875,0,10000,0.28944098949432373,3.1016802108353674,0.0753378699901336,0.48,0.19741641862132023,0.15431718352793092,0.8073994939741642
3.0,0.25,1.6,32.0,1.875,0,15000,0.26487889885902405,3.1660346533720847,0.07377902433300745,0.48,0.23963325042644346,0.15260238502279613,0.7174617519810981
3.0,0.25,1.6,32.0,1.875,0,20000,0.15534542500972748,3.20374840564978,0.07180195179226209,0.48,0.2699985947547991,0.15246576493860067,0.6716666365836753
3.0,0.25,1.6,32.0,1.875,0,25000,0.12875191867351532,3.234543566841323,0.07047122988983731,0.48,0.29187755680262084,0.15418837610840555,0.6268516914141274
3.0,0.25,1.6,32.0,1.875,0,30000,0.11815273016691208,3.257383394270243,0.07039518863827018,0.48,0.3080390798285424,0.1528506306028144,0.5823690529900506
3.0,0.25,1.6,32.0,1.875,0,35000,0.07519874721765518,3.2724247971454687,0.07164986928912782,0.48,0.320255832563345,0.1516063878322435,0.5657817646690738
3.0,0.25,1.6,32.0,1.875,0,40000,0.07508856803178787,3.2742283638106615,0.07218215805009773,0.48,0.3294163132652982,0.15241542175335815,0.5545253474278069
3.0,0.25,1.6,32.0,1.875,0,45000,0.08419960737228394,3.2762761963540425,0.07332277682360468,0.48,0.3362601746443727,0.1521644261552026,0.5533095599579596
3.0,0.25,1.6,32.0,1.875,0,50000,0.07895303517580032,3.2781584775604617,0.07434933371976092,0.48,0.34141983152867766,0.15125594304992154,0.552720541836981
3.0,0.03,0.06,1.2,50.0,0,1,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,0.06,1.2,50.0,0,5000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,0.06,1.2,50.0,0,10000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,0.06,1.2,50.0,0,15000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,0.06,1.2,50.0,0,20000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,0.06,1.2,50.0,0,25000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,0.06,1.2,50.0,0,30000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,0.06,1.2,50.0,0,35000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,0.06,1.2,50.0,0,40000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,0.06,1.2,50.0,0,45000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,0.06,1.2,50.0,0,50000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,1,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,5000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,10000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,15000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,20000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,25000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,30000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,35000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,40000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,45000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,15.0,300.0,0.2,0,50000,nan,nan,nan,3.0,nan,nan,nan
3.0,1.0,0.06,1.2,50.0,0,5000,0.14625993371009827,3.1342912799548466,0.13324328305850275,0.08,0.05944895069700981,0.10228391060704713,0.9289924645564688
3.0,1.0,0.06,1.2,50.0,0,10000,0.14854605495929718,3.139331182199803,0.11780690899037546,0.08,0.08942988390889806,0.16172510376274596,0.701078971152469
3.0,1.0,0.06,1.2,50.0,0,15000,0.1262403279542923,3.190022372229973,0.10875800005388704,0.08,0.11233110286777673,0.16740862179414656,0.660873770086384
3.0,1.0,0.06,1.2,50.0,0,20000,0.12997256219387054,3.212988258047482,0.10411948370829216,0.08,0.12744560197074864,0.16715615792987693,0.6408051043609637
3.0,1.0,0.06,1.2,50.0,0,25000,0.08432330936193466,3.22520391952258,0.10138199865187549,0.08,0.13683515982297506,0.1662516939890509,0.6184059503978878
3.0,1.0,0.06,1.2,50.0,0,30000,0.08801521360874176,3.2338820210200194,0.10046950363306992,0.08,0.1424903170070242,0.1646927589122765,0.6209604020998218
3.0,1.0,0.06,1.2,50.0,0,35000,0.0870228111743927,3.2378485788248135,0.09913878173064515,0.08,0.1458380566588569,0.16582466119696176,0.6098174455330364
3.0,1.0,0.06,1.2,50.0,0,40000,0.06546834111213684,3.241360229088706,0.09860649296967525,0.08,0.147799179458113,0.16630482908620825,0.6076482823980461
