k,D,alphabeta,alpha,beta,epsilon,t,hondadelta,sos_dist,area_diff,F,localization,adj_arrangement,adj_diffmag
3.0,0.12,0.06,1.2,50.0,0,50000,0.15464462339878082,3.2673307182817704,0.11256006263224352,0.08,0.4559503601581835,0.13144795707637727,0.7025805945191214
3.0,0.06,1.6,32.0,1.875,0,1,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,5000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,10000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,15000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,20000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,25000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,30000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,35000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,40000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,45000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,1.6,32.0,1.875,0,50000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,15.0,300.0,0.2,0,5000,0.18910343945026398,2.9628084599048656,0.08799873837606068,0.08,0.14056914225005984,0.16020324039651224,0.8848506911536429
3.0,0.25,15.0,300.0,0.2,0,10000,0.28581470251083374,3.106429195032457,0.07720088065352829,0.08,0.19263963415498866,0.15512713956288007,0.8164000864427527
3.0,0.25,15.0,300.0,0.2,0,15000,0.22147038578987122,3.166795459457522,0.07796129316919959,0.08,0.22923317482237243,0.15283840758525588,0.7162849970384451
3.0,0.25,15.0,300.0,0.2,0,20000,0.16885817050933838,3.2038487712184,0.07701077752461045,0.08,0.25584100157903533,0.1521948887599051,0.702666671141222
3.0,0.25,15.0,300.0,0.2,0,25000,0.142911896109581,3.234209531307009,0.0767446331441255,0.08,0.27549948988371553,0.15195838509827678,0.6386529064280835
3.0,0.25,15.0,300.0,0.2,0,30000,0.12919019162654877,3.2577734304114547,0.07727692190509541,0.08,0.29048255236245596,0.1509998256878904,0.6146746746078546
3.0,0.25,15.0,300.0,0.2,0,35000,0.08111561089754105,3.275902109685339,0.07830347880125166,0.08,0.3022570743402124,0.1500756827344653,0.6042376855485139
3.0,0.25,15.0,300.0,0.2,0,40000,0.08954063802957535,3.283144846141432,0.07906389131692296,0.08,0.311782271538126,0.15039081394665635,0.5817125540343462
3.0,0.25,15.0,300.0,0.2,0,45000,0.08064780384302139,3.2846303861729953,0.08001440696151207,0.08,0.31946014799682443,0.1502885521409494,0.5751974379841243
3.0,0.25,15.0,300.0,0.2,0,50000,0.08226502686738968,3.2884303694877763,0.08054669572248198,0.08,0.32561965855937497,0.14999887940107207,0.5707694217824592
3.0,0.06,0.06,1.2,50.0,0,1,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,5000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,10000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,15000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,20000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,25000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,30000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,35000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,40000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,45000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.06,1.2,50.0,0,50000,nan,nan,nan,0.48,nan,nan,nan
3.0,1.0,1.6,32.0,1.875,0,5000,0.19201382994651794,3.0958442450955745,0.12735008606205023,0.48,0.10970539061687144,0.16151749279000166,0.7551790207057086
3.0,1.0,1.6,32.0,1.875,0,10000,0.12722565233707428,3.1841361833079613,0.11176162949078867,0.48,0.1357436587937801,0.16604456067358978,0.6466052656397141
3.0,1.0,1.6,32.0,1.875,0,15000,0.10549790412187576,3.2155390157964767,0.10518406123023197,0.48,0.14491744589900107,0.16684225340415404,0.6260502836756087
3.0,1.0,1.6,32.0,1.875,0,20000,0.09743410348892212,3.228633649541195,0.10248459679959887,0.48,0.14863811131284027,0.1657114296818678,0.6132200888565981
3.0,1.0,1.6,32.0,1.875,0,25000,0.0905054360628128,3.2346977431542894,0.10077366863933844,0.48,0.15026915939104388,0.1672488857268409,0.6071562934146629
3.0,1.0,1.6,32.0,1.875,0,30000,0.07813410460948944,3.237318076901136,0.09978513236896577,0.48,0.15102367534387984,0.1670885355070124,0.6019684275925984
3.0,1.0,1.6,32.0,1.875,0,35000,0.07830795645713806,3.2378620270396326,0.09936690548534656,0.48,0.15138235194817795,0.16667727024821052,0.6012654745246105
3.0,1.0,1.6,32.0,1.875,0,40000,0.0735701397061348,3.23857320859797,0.0991007611048616,0.48,0.1515532297111714,0.16667469340912025,0.6028287566517727
3.0,1.0,1.6,32.0,1.875,0,45000,0.07202287018299103,3.2385791842518823,0.09879659609859308,0.48,0.15162994605734864,0.16685815719549765,0.6010800592583998
3.0,1.0,1.6,32.0,1.875,0,50000,0.07289733737707138,3.238466219543715,0.09883461672437663,0.48,0.15165727493219155,0.16691611889476363,0.5987904868190997
3.0,0.06,0.55,11.0,5.454545454545454,0,5000,0.2338302582502365,3.1089133158207756,0.09552682228120651,0.03,0.11733247175805887,0.11231366455418437,1.081162383791006
3.0,0.06,0.55,11.0,5.454545454545454,0,10000,0.2869216799736023,3.0438764120137907,0.11609598083011503,0.03,0.19219244840724287,0.14086990930015014,1.0485360579688363
3.0,0.06,0.55,11.0,5.454545454545454,0,15000,0.3044966161251068,3.107896578871309,0.12620946728854326,0.03,0.29126190699955506,0.13001172406872846,0.9719689640433721
3.0,0.06,0.55,11.0,5.454545454545454,0,20000,0.2092619091272354,3.1581431286676853,0.13339536556163703,0.03,0.38821439859707657,0.1336361573128738,0.8758283742138127
3.0,0.06,0.55,11.0,5.454545454545454,0,25000,0.169895738363266,3.1884384780494073,0.1367411806305907,0.03,0.46744409211628585,0.12765722461206377,0.8708486276102857
3.0,0.06,0.55,11.0,5.454545454545454,0,30000,0.1575527787208557,3.215017681833596,0.14008699569954444,0.03,0.5221046500982334,0.12185163865654652,0.8629288706026648
3.0,0.06,0.55,11.0,5.454545454545454,0,35000,0.19790852069854736,3.234322759755449,0.14134167635040207,0.03,0.5592208335197757,0.11746436109512028,0.8484810726345965
3.0,0.06,0.55,11.0,5.454545454545454,0,40000,0.232997864484787,3.242233300256875,0.14229219199499119,0.03,0.5857646196328613,0.11676263026114173,0.8293813899778171
3.0,0.06,0.55,11.0,5.454545454545454,0,45000,0.23819968104362488,3.250710815795036,0.14286250138174464,0.03,0.6054018546712857,0.11360588114515796,0.8166901159205011
3.0,0.06,0.55,11.0,5.454545454545454,0,50000,0.18627607822418213,3.2612815424629047,0.1432427076395803,0.03,0.6203387006164882,0.11288628795432236,0.8064237790847041
3.0,0.12,5.0,100.0,0.6,0,5000,0.23129361867904663,2.9958268580247083,0.08735238773774008,0.19,0.1385921391252447,0.14611655483848093,0.9975691008179246
3.0,0.12,5.0,100.0,0.6,0,10000,0.2578037977218628,3.052186315190981,0.10065960676198775,0.19,0.21380148872057375,0.1503793489023109,0.9261138590169159
3.0,0.12,5.0,100.0,0.6,0,15000,0.2587259113788605,3.137476404316519,0.10316896806370301,0.19,0.28913996537152076,0.14659928762042485,0.8348418572220954
3.0,0.12,5.0,100.0,0.6,0,20000,0.2749522626399994,3.18602278789447,0.10446166934034423,0.19,0.3519564546775804,0.14330165778750026,0.7910053540192179
3.0,0.12,5.0,100.0,0.6,0,25000,0.1835496872663498,3.21763287578948,0.10518406123023197,0.19,0.3985051639855001,0.13665894889582003,0.7699804921665409
3.0,0.12,5.0,100.0,0.6,0,30000,0.13652707636356354,3.236709645683286,0.10636270062952247,0.19,0.4323307448621281,0.13501996908145122,0.7447988949983472
3.0,0.12,5.0,100.0,0.6,0,35000,0.14757169783115387,3.2536295078748747,0.10754134002881298,0.19,0.45756474333423974,0.13300471713324033,0.7102428526712022
3.0,0.12,5.0,100.0,0.6,0,40000,0.14193294942378998,3.268808985791998,0.10845383504761852,0.19,0.4770454027163823,0.13217756306636896,0.6903412408567149
3.0,0.12,5.0,100.0,0.6,0,45000,0.12956324219703674,3.280412158929188,0.10913820631172269,0.19,0.49252764000934623,0.13232273901053282,0.6889360279885393
3.0,0.12,5.0,100.0,0.6,0,50000,0.12628866732120514,3.2913679658905117,0.10997466007896112,0.19,0.5051194411655205,0.13081666079667145,0.6801032540753175
3.0,0.06,0.18,3.5999999999999996,16.666666666666668,0,1,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.18,3.5999999999999996,16.666666666666668,0,5000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.18,3.5999999999999996,16.666666666666668,0,10000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.18,3.5999999999999996,16.666666666666668,0,15000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.18,3.5999999999999996,16.666666666666668,0,20000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.18,3.5999999999999996,16.666666666666668,0,25000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.18,3.5999999999999996,16.666666666666668,0,30000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.18,3.5999999999999996,16.666666666666668,0,35000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.18,3.5999999999999996,16.666666666666668,0,40000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.18,3.5999999999999996,16.666666666666668,0,45000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.06,0.18,3.5999999999999996,16.666666666666668,0,50000,nan,nan,nan,0.48,nan,nan,nan
3.0,0.25,0.06,1.2,50.0,0,5000,0.1901068091392517,3.0551235136942023,0.10008929737523428,0.48,0.0738109624169345,0.10706005848286823,1.2819480407613466
3.0,0.25,0.06,1.2,50.0,0,10000,0.24987570941448212,3.06009349765902,0.07860764380752018,0.48,0.11841587725542504,0.15477285188804182,0.9080930704714151
3.0,0.25,0.06,1.2,50.0,0,15000,0.29912427067756653,3.1347051800883587,0.0760982825058049,0.48,0.16402379031585693,0.15542509545356098,0.7899586084631924
3.0,0.25,0.06,1.2,50.0,0,20000,0.2201477736234665,3.17529001568938,0.0742732924681938,0.48,0.20479972412750555,0.15261531009756976,0.7097168160077422
3.0,0.25,0.06,1.2,50.0,0,25000,0.1604601889848709,3.203790341182962,0.07282850868841834,0.48,0.23877553709860025,0.15213462242008355,0.6730452606000592
3.0,0.25,0.06,1.2,50.0,0,30000,0.14179298281669617,3.2279895701011463,0.07195403429539635,0.48,0.26606643157573656,0.1546049877673682,0.6362143165948896
3.0,0.25,0.06,1.2,50.0,0,35000,0.11173926293849945,3.252538437606811,0.07153580741177712,0.48,0.28763231706313763,0.15342910325045186,0.6020858928738225
3.0,0.25,0.06,1.2,50.0,0,40000,0.09602119028568268,3.2689725892841675,0.07180195179226209,0.48,0.3045998945702239,0.15350557561488637,0.5771677553794563
3.0,0.25,0.06,1.2,50.0,0,45000,0.07781478017568588,3.2731996464607382,0.07225819930166485,0.48,0.317617499266426,0.1526033733363336,0.5653638847737658
3.0,0.25,0.06,1.2,50.0,0,50000,0.08266182988882065,3.274097418964507,0.07267642618528408,0.48,0.3274951544083624,0.15269183414290685,0.5553964454108551
3.0,0.5,1.6,32.0,1.875,0,5000,0.25289830565452576,3.0357193221425542,0.105792391242769,0.08,0.12820905963960597,0.16166948368489517,0.8269134967489921
3.0,0.5,1.6,32.0,1.875,0,10000,0.21504701673984528,3.140020470842116,0.08377844891408498,0.08,0.16652347709170362,0.16252765152547924,0.7168416625703667
3.0,0.5,1.6,32.0,1.875,0,15000,0.17631405591964722,3.1915861234462435,0.07526182873856649,0.08,0.18434034060673773,0.16028028788085355,0.6168091869087153
3.0,0.5,1.6,32.0,1.875,0,20000,0.1468064785003662,3.2270412586622768,0.07050925051562089,0.08,0.1946873137405128,0.160657167794218,0.5595037125975539
3.0,0.5,1.6,32.0,1.875,0,25000,0.09377710521221161,3.243534262418167,0.06761968295606996,0.08,0.20119186579416062,0.16132594160311972,0.533727690000118
3.0,0.5,1.6,32.0,1.875,0,30000,0.09323902428150177,3.253068287905364,0.06625094042786163,0.08,0.20541227848816684,0.16017089308780533,0.5209382090950265
3.0,0.5,1.6,32.0,1.875,0,35000,0.09462117403745651,3.2584608496802026,0.06480615664808616,0.08,0.20824127023979155,0.1609104338813435,0.5191389987811915
3.0,0.5,1.6,32.0,1.875,0,40000,0.08644712716341019,3.2614742793040294,0.06415980600976556,0.08,0.21018617740899911,0.1619627463681044,0.5130354694566213
3.0,0.5,1.6,32.0,1.875,0,45000,0.07344379276037216,3.263017703141038,0.06419782663554913,0.08,0.2115535617278169,0.16087132755343944,0.5154353387161811
3.0,0.5,1.6,32.0,1.875,0,50000,0.06939072906970978,3.264196027359645,0.06442595039025052,0.08,0.21253221107103837,0.16121644657390918,0.5109572489226211
3.0,0.06,0.55,11.0,5.454545454545454,0,1,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,5000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,10000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,15000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,20000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,25000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,30000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,35000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,40000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,45000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,50000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.25,5.0,100.0,0.6,0,5000,0.24972206354141235,2.971346721171101,0.08450084080397272,1.2,0.14340467824069417,0.15604270437717802,0.9074474893226413
3.0,0.25,5.0,100.0,0.6,0,10000,0.2949511408805847,3.100818934645089,0.07400714808770884,1.2,0.21205449430158768,0.15510333250104147,0.8206485297692043
3.0,0.25,5.0,100.0,0.6,0,15000,0.22917979955673218,3.166740459060617,0.06955873487103176,1.2,0.2617150920806707,0.15381455798641286,0.7064687987141729
3.0,0.25,5.0,100.0,0.6,0,20000,0.12101100385189056,3.2065239114577615,0.06556656916375746,1.2,0.2974819111295378,0.1544508086038987,0.6373781170223993
3.0,0.25,5.0,100.0,0.6,0,25000,0.09544604271650314,3.2395112512771576,0.06389366162928062,1.2,0.32274230432474116,0.15369728024249482,0.5636289209498802
3.0,0.25,5.0,100.0,0.6,0,30000,0.07325983792543411,3.2550739809672717,0.06309522848782574,1.2,0.3404446276707399,0.15531257989341052,0.5558070632423964
3.0,0.25,5.0,100.0,0.6,0,35000,0.06761883944272995,3.259692313129673,0.06385564100349704,1.2,0.3526577542486294,0.15585637290138724,0.5436924662405196
3.0,0.25,5.0,100.0,0.6,0,40000,0.06459174305200577,3.26219240618476,0.06450199164181764,1.2,0.3608394796218639,0.15517642396203118,0.5339477350916848
3.0,0.25,5.0,100.0,0.6,0,45000,0.061078380793333054,3.262577989004537,0.0655285485379739,1.2,0.3663288027864747,0.1550022780964127,0.5282934354760783
3.0,0.25,5.0,100.0,0.6,0,50000,0.05549364537000656,3.262635480290202,0.06636500230521232,1.2,0.3700568129241543,0.1550024760725123,0.528433249351609
3.0,1.0,1.6,32.0,1.875,0,5000,0.17995280027389526,3.1196665137956683,0.1271599829331324,0.03,0.10874991013875095,0.15409930466908098,0.7481325251475565
3.0,1.0,1.6,32.0,1.875,0,10000,0.11379227787256241,3.1845168425499013,0.11236995950332569,0.03,0.13438242377721887,0.16389869377734073,0.6426771122193077
3.0,1.0,1.6,32.0,1.875,0,15000,0.10066080838441849,3.216240900597832,0.10662884501000743,0.03,0.14339012727818495,0.16545677839889564,0.6143387783308282
3.0,1.0,1.6,32.0,1.875,0,20000,0.09906712919473648,3.231119649289393,0.10286480305743449,0.03,0.1470830840347215,0.16599850664308508,0.608825487367222
3.0,1.0,1.6,32.0,1.875,0,25000,0.08666732162237167,3.2381971798900606,0.10062158613620419,0.03,0.1487426241308772,0.16656264754934708,0.6112773371379733
3.0,1.0,1.6,32.0,1.875,0,30000,0.07794593274593353,3.2416242990849025,0.0995189879884808,0.03,0.14954016300774886,0.16586519337970496,0.6036283344368698
3.0,1.0,1.6,32.0,1.875,0,35000,0.08002369850873947,3.24318072686894,0.09883461672437663,0.03,0.14993882598331745,0.1654798923437326,0.6039434843399266
3.0,1.0,1.6,32.0,1.875,0,40000,0.07633627951145172,3.2434080451262073,0.09845441046654099,0.03,0.15014360320314993,0.1651435574766043,0.6041395025418191
3.0,1.0,1.6,32.0,1.875,0,45000,0.0745655819773674,3.243652557984707,0.09780805982822038,0.03,0.1502492962055539,0.16474857910230137,0.6021859784294389
3.0,1.0,1.6,32.0,1.875,0,50000,0.07216069847345352,3.2443158970370827,0.09765597732508613,0.03,0.15030211013257572,0.16538358738288617,0.602829486364919
3.0,1.0,0.06,1.2,50.0,0,5000,0.17768391966819763,3.1826254863592416,0.1369693043852921,0.19,0.05978865342444253,0.09263699798700709,0.8706762834201335
3.0,1.0,0.06,1.2,50.0,0,10000,0.13167445361614227,3.145206087165839,0.12065845592414283,0.19,0.08974199220161692,0.16250001732249195,0.6969425485645456
3.0,1.0,0.06,1.2,50.0,0,15000,0.1191406100988388,3.1870506841974278,0.1117236088650051,0.19,0.11269704186379592,0.16682274712014153,0.6411536923992245
3.0,1.0,0.06,1.2,50.0,0,20000,0.09170915186405182,3.2092602558557273,0.10678092751314167,0.19,0.12785651889388192,0.16611349362185907,0.6270930534443901
3.0,1.0,0.06,1.2,50.0,0,25000,0.09380694478750229,3.2222791145734226,0.1032830299410537,0.19,0.13726801170657169,0.1667258857996544,0.6205190502174768
3.0,1.0,0.06,1.2,50.0,0,30000,0.09395855665206909,3.2298949214046497,0.10084970989090558,0.19,0.14292570639751104,0.16600560835380088,0.6142141762746886
3.0,1.0,0.06,1.2,50.0,0,35000,0.09140045940876007,3.233883056768919,0.09955700861426436,0.19,0.14626714795253087,0.1648319984002898,0.6129139563331373
3.0,1.0,0.06,1.2,50.0,0,40000,0.09126037359237671,3.2364150466205657,0.09841638984075742,0.19,0.1482177813778636,0.16290395672362076,0.6159346958437829
3.0,1.0,0.06,1.2,50.0,0,45000,0.08461376279592514,3.238176607377651,0.09815024546027248,0.19,0.14934689093488918,0.16272519506822378,0.6102609936795308
3.0,1.0,0.06,1.2,50.0,0,50000,0.09072162210941315,3.238977459711307,0.0979981629571382,0.19,0.14999444245104288,0.1638768706714891,0.6033558896445922
3.0,1.0,0.55,11.0,5.454545454545454,0,5000,0.13687795400619507,3.112580240855503,0.12860476671290785,0.03,0.1033348348219951,0.14923969198481257,0.7830150555023397
3.0,1.0,0.55,11.0,5.454545454545454,0,10000,0.1278337985277176,3.1781670769017736,0.11168558823922153,0.03,0.13259064358046413,0.16729844555525902,0.6582563177315361
3.0,1.0,0.55,11.0,5.454545454545454,0,15000,0.12293417751789093,3.215109477004395,0.10465177246926206,0.03,0.14274932848805957,0.16731561826294358,0.6308373847957983
3.0,1.0,0.55,11.0,5.454545454545454,0,20000,0.10213577002286911,3.230911624592069,0.10176220490971113,0.03,0.1468487915825919,0.16599180983797274,0.615676464764366
3.0,1.0,0.55,11.0,5.454545454545454,0,25000,0.08190888911485672,3.238400369528633,0.10039346238150279,0.03,0.14866875026378906,0.16581203308651013,0.6104814517362577
3.0,1.0,0.55,11.0,5.454545454545454,0,30000,0.07930426299571991,3.241108883357451,0.09883461672437663,0.03,0.1495333713233081,0.16597591313015206,0.6070946614586313
3.0,1.0,0.55,11.0,5.454545454545454,0,35000,0.07796443998813629,3.2429302108096287,0.09864451359545882,0.03,0.14996480821201963,0.1647621648970916,0.6055901343793946
3.0,1.0,0.55,11.0,5.454545454545454,0,40000,0.0739273875951767,3.2440453922317047,0.0985304517181081,0.03,0.15018584112048525,0.16540459742328434,0.6021037643997362
3.0,1.0,0.55,11.0,5.454545454545454,0,45000,0.07555295526981354,3.2447234471412156,0.0985304517181081,0.03,0.1502989951549588,0.16490794273748854,0.6018586954747879
3.0,1.0,0.55,11.0,5.454545454545454,0,50000,0.08077068626880646,3.2445195064294174,0.0985684723438917,0.03,0.15035562089579071,0.1643995542916937,0.6019676999678159
3.0,0.03,5.0,100.0,0.6,0,1,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,5000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,10000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,15000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,20000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,25000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,30000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,35000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,40000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,45000,nan,nan,nan,3.0,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,50000,nan,nan,nan,3.0,nan,nan,nan
3.0,1.0,5.0,100.0,0.6,0,5000,0.16572731733322144,3.1046793103234442,0.126931859178431,3.0,0.11314658951688558,0.16363224118304526,0.7518243363046792
3.0,1.0,5.0,100.0,0.6,0,10000,0.11465214937925339,3.1840593914482525,0.11039288696258033,3.0,0.14052545186398155,0.1660601676502509,0.6406629372039697
3.0,1.0,5.0,100.0,0.6,0,15000,0.0782444104552269,3.2107921511076247,0.1037392774504565,3.0,0.15041994606841846,0.1667049430662597,0.6304171152901245
3.0,1.0,5.0,100.0,0.6,0,20000,0.08298173546791077,3.2200141030568936,0.1006976273877713,3.0,0.1542961849568286,0.1663814014834531,0.6136092405660211
3.0,1.0,5.0,100.0,0.6,0,25000,0.07873665541410446,3.2224842318280964,0.09944294673691367,3.0,0.1558728644419891,0.16601205539357933,0.608548720695549
3.0,1.0,5.0,100.0,0.6,0,30000,0.06850717216730118,3.223425455595057,0.09826430733762317,3.0,0.15651949318283445,0.1655313871269917,0.6066513535647438
3.0,1.0,5.0,100.0,0.6,0,35000,0.06583322584629059,3.223546220885622,0.09777003920243682,3.0,0.15677212255423295,0.1657968995302464,0.6075402789611091
3.0,1.0,5.0,100.0,0.6,0,40000,0.06700985878705978,3.223808748557388,0.09773201857665327,3.0,0.15685071710105086,0.16563964257315889,0.6072387885818653
3.0,1.0,5.0,100.0,0.6,0,45000,0.06712289899587631,3.2234510868475703,0.09761795669930258,3.0,0.15684899367621327,0.1653275028041078,0.6082378369696355
3.0,1.0,5.0,100.0,0.6,0,50000,0.06675883382558823,3.2237767707364626,0.097579936073519,3.0,0.1568091594491945,0.16529312681604072,0.6068254649478922
3.0,0.25,0.06,1.2,50.0,0,5000,0.19585980474948883,3.035620753744764,0.10138199865187549,0.03,0.07492082482095277,0.11643011871059013,1.2568939812522593
3.0,0.25,0.06,1.2,50.0,0,10000,0.2542888820171356,3.066331061199509,0.07936805632319148,0.03,0.11577824124695299,0.15715504937625666,0.893159280858645
3.0,0.25,0.06,1.2,50.0,0,15000,0.29959750175476074,3.1342453272577018,0.07849358193016948,0.03,0.15635440291770428,0.15404554400845236,0.7885255007738956
3.0,0.25,0.06,1.2,50.0,0,20000,0.25316518545150757,3.1729124060072538,0.07894982943957227,0.03,0.19239343809212514,0.1510593719629298,0.7243390797697966
3.0,0.25,0.06,1.2,50.0,0,25000,0.1681516319513321,3.2003472442166596,0.07906389131692296,0.03,0.22265315497899227,0.14982941959751472,0.6819735709320263
3.0,0.25,0.06,1.2,50.0,0,30000,0.16056571900844574,3.223569080345322,0.07849358193016948,0.03,0.24735013547106444,0.15287257473748406,0.6711143082308132
3.0,0.25,0.06,1.2,50.0,0,35000,0.14230751991271973,3.245677141440462,0.07856962318173662,0.03,0.26727417561227707,0.15215198574165065,0.6380385419904394
3.0,0.25,0.06,1.2,50.0,0,40000,0.0901203453540802,3.268090490774078,0.07887378818800513,0.03,0.2833385170465427,0.15168321490569503,0.6177877199604543
3.0,0.25,0.06,1.2,50.0,0,45000,0.08616343140602112,3.281054681686782,0.07948211820054217,0.03,0.29641848749945476,0.15063110332150959,0.5990522910398466
3.0,0.25,0.06,1.2,50.0,0,50000,0.08817048370838165,3.285621090431103,0.0795581594521093,0.03,0.3069007394433274,0.15005175432920684,0.5875086223284429
3.0,0.03,5.0,100.0,0.6,0,1,nan,nan,nan,0.08,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,5000,nan,nan,nan,0.08,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,10000,nan,nan,nan,0.08,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,15000,nan,nan,nan,0.08,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,20000,nan,nan,nan,0.08,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,25000,nan,nan,nan,0.08,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,30000,nan,nan,nan,0.08,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,35000,nan,nan,nan,0.08,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,40000,nan,nan,nan,0.08,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,45000,nan,nan,nan,0.08,nan,nan,nan
3.0,0.03,5.0,100.0,0.6,0,50000,nan,nan,nan,0.08,nan,nan,nan
3.0,0.5,0.06,1.2,50.0,0,5000,0.20273838937282562,3.020153550730255,0.11750274398410694,1.2,0.0672219827077687,0.12219231775822753,0.9894015249024919
3.0,0.5,0.06,1.2,50.0,0,10000,0.25750190019607544,3.112025275409341,0.09187684220598429,1.2,0.10795980732893466,0.15711067862234215,0.767232043611625
3.0,0.5,0.06,1.2,50.0,0,15000,0.15075767040252686,3.163630442309113,0.07936805632319148,1.2,0.1429979772714849,0.1615736146743863,0.6662811808012318
3.0,0.5,0.06,1.2,50.0,0,20000,0.1347426176071167,3.197266541659396,0.07396912746192529,1.2,0.16938765796373476,0.16098389039045405,0.5877665076352833
3.0,0.5,0.06,1.2,50.0,0,25000,0.12978777289390564,3.2210085056757722,0.07047122988983731,1.2,0.18836876718456486,0.1618745002060268,0.5519451562613353
3.0,0.5,0.06,1.2,50.0,0,30000,0.09879621863365173,3.231049848475368,0.06788582733655492,1.2,0.20131663215711162,0.16222786775527617,0.528852909522637
3.0,0.5,0.06,1.2,50.0,0,35000,0.0882963314652443,3.238484491823667,0.06587073417002598,1.2,0.20983932757332172,0.16272743864866518,0.5213856862632136
3.0,0.5,0.06,1.2,50.0,0,40000,0.09258170425891876,3.2415970893881147,0.06503428040278755,1.2,0.21536092247503164,0.1616027197105433,0.5122065991679416
