k,D,alphabeta,alpha,beta,epsilon,t,hondadelta,sos_dist,area_diff,F,localization
3.0,0.25,15.0,300.0,0.2,0,25000,0.12298382818698883,445.12567138671875,1.0,0.03,0.362243935911832
3.0,0.25,15.0,300.0,0.2,0,1,nan,nan,nan,0.03,nan
3.0,0.25,1.6,32.0,1.875,0,5000,0.21976839005947113,372.3351745605469,1.0,0.48,1.4151509780414597
3.0,0.25,1.6,32.0,1.875,0,10000,0.25512638688087463,402.57257080078125,0.9949096462204123,0.48,3.0795009581640316
3.0,0.25,1.6,32.0,1.875,0,15000,0.201385498046875,422.6636962890625,0.9496054975820819,0.48,3.9203095095848557
3.0,0.25,1.6,32.0,1.875,0,20000,0.15651847422122955,435.7395935058594,0.9506235683379994,0.48,4.256420724945315
3.0,0.25,1.6,32.0,1.875,0,25000,0.11031880229711533,444.6207580566406,0.9979638584881649,0.48,4.337910767998086
3.0,0.25,1.6,32.0,1.875,0,1,nan,nan,nan,0.48,nan
3.0,0.03,0.06,1.2,50.0,0,1,nan,nan,nan,3.0,nan
3.0,0.03,0.06,1.2,50.0,0,5000,nan,nan,nan,3.0,nan
3.0,0.03,0.06,1.2,50.0,0,10000,nan,nan,nan,3.0,nan
3.0,0.03,0.06,1.2,50.0,0,15000,nan,nan,nan,3.0,nan
3.0,0.03,0.06,1.2,50.0,0,20000,nan,nan,nan,3.0,nan
3.0,0.03,0.06,1.2,50.0,0,25000,nan,nan,nan,3.0,nan
3.0,0.03,15.0,300.0,0.2,0,1,nan,nan,nan,3.0,nan
3.0,0.03,15.0,300.0,0.2,0,5000,nan,nan,nan,3.0,nan
3.0,0.03,15.0,300.0,0.2,0,10000,nan,nan,nan,3.0,nan
3.0,0.03,15.0,300.0,0.2,0,15000,nan,nan,nan,3.0,nan
3.0,0.03,15.0,300.0,0.2,0,20000,nan,nan,nan,3.0,nan
3.0,0.03,15.0,300.0,0.2,0,25000,nan,nan,nan,3.0,nan
3.0,1.0,0.06,1.2,50.0,0,5000,0.2187117040157318,412.5933837890625,1.0,0.08,1.3576253276742876
3.0,1.0,0.06,1.2,50.0,0,10000,0.1672648936510086,416.8009033203125,0.817415321994476,0.08,2.7696047041749585
3.0,1.0,0.06,1.2,50.0,0,15000,0.14696155488491058,428.3143615722656,0.7258322430585841,0.08,3.805258828948494
3.0,1.0,0.06,1.2,50.0,0,20000,0.08663550019264221,435.5613708496094,0.6720453554295682,0.08,4.45509281622772
3.0,1.0,0.06,1.2,50.0,0,25000,0.06990499794483185,440.2777404785156,0.6380287832533799,0.08,4.828452726644949
3.0,1.0,0.06,1.2,50.0,0,1,nan,nan,nan,0.08,nan
3.0,0.03,1.6,32.0,1.875,0,5000,0.23813728988170624,454.8233947753906,0.5673168160253032,0.03,1.143221519497179
3.0,0.03,1.6,32.0,1.875,0,10000,0.24719394743442535,431.734130859375,0.6976278334211914,0.03,1.6847102097983653
3.0,0.03,1.6,32.0,1.875,0,15000,0.264236718416214,436.9290466308594,0.8806536636794939,0.03,2.235519442515099
3.0,0.03,1.6,32.0,1.875,0,20000,0.41046103835105896,442.12237548828125,0.9704797047970479,0.03,2.8175691111595675
3.0,0.03,1.6,32.0,1.875,0,25000,0.13513199985027313,442.7856140136719,1.0,0.03,3.365186628505419
3.0,0.03,1.6,32.0,1.875,0,1,nan,nan,nan,0.03,nan
3.0,0.06,5.0,100.0,0.6,0,5000,0.3420524001121521,438.67578125,0.7187379265936896,0.48,0.6949775137441984
3.0,0.06,5.0,100.0,0.6,0,10000,0.2961324155330658,406.01611328125,0.7993560849967805,0.48,1.9359118813257914
3.0,0.06,5.0,100.0,0.6,0,15000,0.24425174295902252,420.8082580566406,0.8858982614294914,0.48,2.869299881668039
3.0,0.06,5.0,100.0,0.6,0,20000,0.22555634379386902,437.6358947753906,0.9608499678042498,0.48,3.4136914565397665
3.0,0.06,5.0,100.0,0.6,0,25000,0.1696200966835022,421.47357177734375,1.0,0.48,3.6499229272297433
3.0,0.06,5.0,100.0,0.6,0,1,nan,nan,nan,0.48,nan
3.0,1.0,15.0,300.0,0.2,0,5000,0.14039035141468048,405.12353515625,1.0,0.03,0.006832026228569442
3.0,1.0,15.0,300.0,0.2,0,10000,0.11065743118524551,427.2596435546875,0.8243698828062289,0.03,0.013631058027770674
3.0,1.0,15.0,300.0,0.2,0,15000,0.08114301413297653,437.0018310546875,0.7514849895649381,0.03,0.017075653292185196
3.0,1.0,15.0,300.0,0.2,0,20000,0.06343697011470795,442.5513916015625,0.7049285599614705,0.03,0.018074603970516467
3.0,1.0,15.0,300.0,0.2,0,25000,0.06705418229103088,446.2960510253906,0.6680044951035479,0.03,0.017841068759317364
3.0,1.0,15.0,300.0,0.2,0,1,nan,nan,nan,0.03,nan
3.0,0.25,15.0,300.0,0.2,0,5000,0.32563546299934387,378.0313415527344,1.0,1.2,0.03648294104105258
3.0,0.25,15.0,300.0,0.2,0,10000,0.3483305275440216,406.7177734375,0.9034892353377877,1.2,0.16198616401027324
3.0,0.25,15.0,300.0,0.2,0,15000,0.18564915657043457,422.4068603515625,0.8391487255629795,1.2,0.3175723243456528
3.0,0.25,15.0,300.0,0.2,0,20000,0.10254858434200287,435.5412292480469,0.8272704776045533,1.2,0.4091740719022469
3.0,0.25,15.0,300.0,0.2,0,25000,0.07774145901203156,443.4211120605469,0.8614204404850284,1.2,0.43040840322990376
3.0,0.25,15.0,300.0,0.2,0,1,nan,nan,nan,1.2,nan
3.0,0.5,1.6,32.0,1.875,0,5000,0.2613452076911926,382.2596740722656,1.0,0.48,0.9265949049184229
3.0,0.5,1.6,32.0,1.875,0,10000,0.230572909116745,415.48431396484375,0.7394680644535042,0.48,2.0154091059828803
3.0,0.5,1.6,32.0,1.875,0,15000,0.12237736582756042,430.5381774902344,0.6435643564356436,0.48,2.521528275659596
3.0,0.5,1.6,32.0,1.875,0,20000,0.08431601524353027,440.0304870605469,0.586488060570763,0.48,2.665275485945292
3.0,0.5,1.6,32.0,1.875,0,25000,0.055606745183467865,445.63037109375,0.5492137449039022,0.48,2.654351755979937
3.0,0.5,1.6,32.0,1.875,0,1,nan,nan,nan,0.48,nan
3.0,0.12,0.55,11.0,5.454545454545454,0,5000,0.28117188811302185,400.74066162109375,0.8580831594156365,0.19,2.5338354763119026
3.0,0.12,0.55,11.0,5.454545454545454,0,10000,0.25029072165489197,390.4239501953125,0.8956493819232622,0.19,4.406010378039509
3.0,0.12,0.55,11.0,5.454545454545454,0,15000,0.23017668724060059,414.124267578125,0.9142719537646492,0.19,5.73374584889122
3.0,0.12,0.55,11.0,5.454545454545454,0,20000,0.21723593771457672,429.3593444824219,0.9560122009953443,0.19,6.731285055889693
3.0,0.12,0.55,11.0,5.454545454545454,0,25000,0.18706010282039642,441.1795959472656,1.0,0.19,7.350192734924062
3.0,0.12,0.55,11.0,5.454545454545454,0,1,nan,nan,nan,0.19,nan
3.0,0.12,0.18,3.5999999999999996,16.666666666666668,0,5000,0.2670283019542694,390.9326477050781,0.7174085220972596,0.08,2.412448257954906
3.0,0.12,0.18,3.5999999999999996,16.666666666666668,0,10000,0.2553896903991699,389.6639404296875,0.8751782037066371,0.08,4.724056270388949
3.0,0.12,0.18,3.5999999999999996,16.666666666666668,0,15000,0.2136414349079132,411.4156494140625,0.915095833993347,0.08,6.817108600205444
3.0,0.12,0.18,3.5999999999999996,16.666666666666668,0,20000,0.25461310148239136,426.54833984375,0.9565974972279423,0.08,8.554008965956507
3.0,0.12,0.18,3.5999999999999996,16.666666666666668,0,25000,0.17173074185848236,439.27362060546875,1.0,0.08,9.803626718546418
3.0,0.12,0.18,3.5999999999999996,16.666666666666668,0,1,nan,nan,nan,0.08,nan
3.0,1.0,0.55,11.0,5.454545454545454,0,5000,0.21493488550186157,399.1855773925781,1.0,0.48,1.794688399438713
3.0,1.0,0.55,11.0,5.454545454545454,0,10000,0.14872922003269196,423.9289245605469,0.8040940106141016,0.48,2.8571349808510136
3.0,1.0,0.55,11.0,5.454545454545454,0,15000,0.09889775514602661,434.86383056640625,0.7243366186504928,0.48,3.1811748693218203
3.0,1.0,0.55,11.0,5.454545454545454,0,20000,0.081466443836689,440.41357421875,0.6755117513267627,0.48,3.2436891302036175
3.0,1.0,0.55,11.0,5.454545454545454,0,25000,0.07032895088195801,444.3345947265625,0.643669446550417,0.48,3.215476503045137
3.0,1.0,0.55,11.0,5.454545454545454,0,1,nan,nan,nan,0.48,nan
3.0,0.5,0.55,11.0,5.454545454545454,0,5000,0.1964959353208542,376.8415832519531,1.0,0.03,2.473842960045532
3.0,0.5,0.55,11.0,5.454545454545454,0,10000,0.22665897011756897,412.8233642578125,0.7235476233837188,0.03,4.041197962447939
3.0,0.5,0.55,11.0,5.454545454545454,0,15000,0.1227717474102974,428.7987365722656,0.6335822254598433,0.03,4.576491387897574
3.0,0.5,0.55,11.0,5.454545454545454,0,20000,0.08762803673744202,439.61651611328125,0.5716627208158805,0.03,4.712593188434031
3.0,0.5,0.55,11.0,5.454545454545454,0,25000,0.06802825629711151,446.3826599121094,0.545437989437261,0.03,4.701067593408182
3.0,0.5,0.55,11.0,5.454545454545454,0,1,nan,nan,nan,0.03,nan
3.0,0.06,0.55,11.0,5.454545454545454,0,5000,0.3200259506702423,444.51702880859375,0.7030783218599819,0.48,2.5661069642283225
3.0,0.06,0.55,11.0,5.454545454545454,0,10000,0.27562227845191956,409.1891784667969,0.7768541369008962,0.48,5.477827778908939
3.0,0.06,0.55,11.0,5.454545454545454,0,15000,0.21330200135707855,416.7657165527344,0.8862189894791531,0.48,8.481576894759437
3.0,0.06,0.55,11.0,5.454545454545454,0,20000,0.21035824716091156,436.1401062011719,0.9615534484998052,0.48,10.38360286020329
3.0,0.06,0.55,11.0,5.454545454545454,0,25000,0.16392335295677185,420.8753356933594,1.0,0.48,11.3115894775857
3.0,0.06,0.55,11.0,5.454545454545454,0,1,nan,nan,nan,0.48,nan
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,1,nan,nan,nan,1.2,nan
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,5000,nan,nan,nan,1.2,nan
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,10000,nan,nan,nan,1.2,nan
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,15000,nan,nan,nan,1.2,nan
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,20000,nan,nan,nan,1.2,nan
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,25000,nan,nan,nan,1.2,nan
3.0,0.25,0.18,3.5999999999999996,16.666666666666668,0,5000,0.22945597767829895,370.461669921875,1.0,0.03,2.730699293879185
3.0,0.25,0.18,3.5999999999999996,16.666666666666668,0,10000,0.24836315214633942,396.7976989746094,0.8688524590163934,0.03,5.056408231503579
3.0,0.25,0.18,3.5999999999999996,16.666666666666668,0,15000,0.2841901183128357,418.5237121582031,0.886775956284153,0.03,6.548485511038659
3.0,0.25,0.18,3.5999999999999996,16.666666666666668,0,20000,0.20262059569358826,430.60406494140625,0.899016393442623,0.03,7.48604006618152
3.0,0.25,0.18,3.5999999999999996,16.666666666666668,0,25000,0.13438260555267334,441.87359619140625,0.9304918032786885,0.03,8.079247822619928
3.0,0.25,0.18,3.5999999999999996,16.666666666666668,0,1,nan,nan,nan,0.03,nan
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,5000,0.25021952390670776,440.87530517578125,0.5358166189111748,0.03,1.7283210839684318
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,10000,0.27590787410736084,446.39569091796875,0.7160140082776186,0.03,3.440873994093541
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,15000,0.24195998907089233,419.1883239746094,0.8567335243553008,0.03,5.604823404665516
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,20000,0.4040514826774597,436.13482666015625,0.9448158760479677,0.03,7.79223565169109
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,25000,0.17150388658046722,462.1728210449219,1.0,0.03,9.609628809539938
3.0,0.03,0.18,3.5999999999999996,16.666666666666668,0,1,nan,nan,nan,0.03,nan
3.0,0.5,15.0,300.0,0.2,0,5000,0.2680012881755829,383.69805908203125,1.0,0.48,0.01697218570416406
3.0,0.5,15.0,300.0,0.2,0,10000,0.20224352180957794,416.2441711425781,0.751218561123026,0.48,0.050051328561777984
3.0,0.5,15.0,300.0,0.2,0,15000,0.11165022104978561,431.35888671875,0.6471046987716904,0.48,0.07553253923335218
3.0,0.5,15.0,300.0,0.2,0,20000,0.0868287906050682,440.6469421386719,0.5893936439851823,0.48,0.08594975899653708
3.0,0.5,15.0,300.0,0.2,0,25000,0.06299595534801483,445.8270568847656,0.5620978748294014,0.48,0.08659988266526542
3.0,0.5,15.0,300.0,0.2,0,1,nan,nan,nan,0.48,nan
3.0,0.5,5.0,100.0,0.6,0,5000,0.26076191663742065,381.3812255859375,1.0,1.2,0.13731401128508683
3.0,0.5,5.0,100.0,0.6,0,10000,0.30283620953559875,415.1612548828125,0.7565007055029228,1.2,0.3867351718990429
3.0,0.5,5.0,100.0,0.6,0,15000,0.10636594891548157,430.4237365722656,0.6504736948195928,1.2,0.5615674652957273
3.0,0.5,5.0,100.0,0.6,0,20000,0.06856881827116013,438.84429931640625,0.5900020157226366,1.2,0.6279151290907965
3.0,0.5,5.0,100.0,0.6,0,25000,0.054040566086769104,443.4394836425781,0.5541221527917759,1.2,0.6308667214208487
3.0,0.5,5.0,100.0,0.6,0,1,nan,nan,nan,1.2,nan
3.0,0.12,15.0,300.0,0.2,0,5000,0.2307620793581009,405.48138427734375,0.8301222985424694,0.48,0.07832181524343997
3.0,0.12,15.0,300.0,0.2,0,10000,0.3319648206233978,394.9468078613281,0.8860780700284805,0.48,0.41263795867422987
3.0,0.12,15.0,300.0,0.2,0,15000,0.25230565667152405,417.6117858886719,0.905511811023622,0.48,0.8321024400969126
3.0,0.12,15.0,300.0,0.2,0,20000,0.24405165016651154,429.8093566894531,0.9564416150108896,0.48,1.0671576110594716
3.0,0.12,15.0,300.0,0.2,0,25000,0.17452175915241241,441.98236083984375,1.0,0.48,1.1230139491566946
3.0,0.12,15.0,300.0,0.2,0,1,nan,nan,nan,0.48,nan
3.0,0.12,15.0,300.0,0.2,0,5000,0.28124988079071045,417.0265808105469,0.7629553617239611,1.2,0.08031082091202657
3.0,0.12,15.0,300.0,0.2,0,10000,0.31625258922576904,397.0576171875,0.8303403454763126,1.2,0.5122787831748747
3.0,0.12,15.0,300.0,0.2,0,15000,0.2222525030374527,418.5105285644531,0.8515478022917735,1.2,1.1439663084755485
3.0,0.12,15.0,300.0,0.2,0,20000,0.23279599845409393,429.5842590332031,0.9418505216350265,1.2,1.5551272597091612
3.0,0.12,15.0,300.0,0.2,0,25000,0.13361972570419312,441.4854431152344,1.0,1.2,1.7152270807687555
3.0,0.12,15.0,300.0,0.2,0,1,nan,nan,nan,1.2,nan
3.0,0.06,15.0,300.0,0.2,0,5000,0.33918777108192444,446.7509765625,0.7253478523895946,0.08,0.13686786642070575
3.0,0.06,15.0,300.0,0.2,0,10000,0.3558337390422821,401.2614440917969,0.7901996370235934,0.08,0.5088252087765741
3.0,0.06,15.0,300.0,0.2,0,15000,0.27563953399658203,410.2485046386719,0.8879612825166364,0.08,0.7967588038128847
3.0,0.06,15.0,300.0,0.2,0,20000,0.1756388247013092,430.5758361816406,0.9523290986085905,0.08,0.9139708600651705
3.0,0.06,15.0,300.0,0.2,0,25000,0.11516273766756058,422.2601318359375,1.0,0.08,0.9918290171412261
3.0,0.06,15.0,300.0,0.2,0,1,nan,nan,nan,0.08,nan
3.0,0.06,1.6,32.0,1.875,0,5000,0.30557548999786377,435.6446228027344,0.7037216632319069,0.08,1.4367291026311726
3.0,0.06,1.6,32.0,1.875,0,10000,0.3234524130821228,402.1198425292969,0.7839738150078798,0.08,2.3702007693986324
3.0,0.06,1.6,32.0,1.875,0,15000,0.24467910826206207,409.03851318359375,0.8875015153351922,0.08,3.0093206684950373
3.0,0.06,1.6,32.0,1.875,0,20000,0.17298267781734467,429.99365234375,0.9522366347436053,0.08,3.5146667704152703
3.0,0.06,1.6,32.0,1.875,0,25000,0.11052986234426498,421.80108642578125,1.0,0.08,3.9826196274908052
3.0,0.06,1.6,32.0,1.875,0,1,nan,nan,nan,0.08,nan
3.0,0.06,15.0,300.0,0.2,0,5000,0.27577659487724304,436.8264465332031,0.6609967883906268,0.03,0.14255301472736295
3.0,0.06,15.0,300.0,0.2,0,10000,0.23419706523418427,400.4794921875,0.7844653265136196,0.03,0.4818943276341538
3.0,0.06,15.0,300.0,0.2,0,15000,0.34229567646980286,410.6795959472656,0.8867610324729392,0.03,0.7125705734826454
3.0,0.06,15.0,300.0,0.2,0,20000,0.15179307758808136,430.74591064453125,0.9509932199357678,0.03,0.7930125281953041
3.0,0.06,15.0,300.0,0.2,0,25000,0.17217732965946198,426.8589172363281,1.0,0.03,0.8467905269213443
3.0,0.06,15.0,300.0,0.2,0,1,nan,nan,nan,0.03,nan
3.0,0.5,5.0,100.0,0.6,0,5000,0.26548710465431213,380.4414978027344,1.0,3.0,0.13611530785747025
3.0,0.5,5.0,100.0,0.6,0,10000,0.2025921493768692,414.2699279785156,0.7497448458869157,3.0,0.39699145998748253
