barrel,gamma_i,gamma_j,hondadelta,sos_dist,area_diff,localization,eta
2,-0.2951,-0.0728,0.1002398282289505,3.2361047802080107,0.0004296097279155814,0.21642286999944846,0.001493024474577042
2,-0.5951,-0.6728,0.08856151252985,3.2293656482712474,0.00045186186085690645,0.21619791774497712,0.0016769667486641175
2,0.6049,0.5272,0.0846121683716774,3.255954119344598,0.00044683718567660723,0.2174056971699352,0.0016406366382741369
2,-0.5951,0.5272,0.09630601108074188,3.2380271941479926,0.00042458505273528223,0.21584449477817094,0.0014931415171363196
2,0.0049,-0.0728,0.08825629949569702,3.2393453556137475,0.0004174069453348548,0.2164761797670547,0.0013530454451428074
2,-0.2951,0.2272,0.09130119532346725,3.23802041292248,0.00041692840484149296,0.21615274101591286,0.0013893904844846225
2,0.3049,-0.3728,0.0948905497789383,3.240105258112908,0.0004231494312551967,0.21677985592160232,0.0014223539989746154
2,0.0049,0.2272,0.09072782099246979,3.2434330594888636,0.0004061612437408518,0.2162921207953596,0.0013170190028133314
2,0.3049,-0.0728,0.09445948153734207,3.2434406326064855,0.00041070737842778917,0.21663093519449578,0.0013679722471554836
3,0.8484,-0.1748,0.09670183807611465,3.245855784602557,0.00041477497262136476,0.21706724289060003,0.0014553602414161346
3,0.8484,-0.7748,0.08651450276374817,3.2387062792028223,0.000416689134594812,0.2165329246149721,0.0013208334382816581
3,1.4484,-0.1748,0.09013225883245468,3.253438708523066,0.0004087932164543419,0.2171472171564821,0.0014923916489577944
3,0.2484,-1.3748,0.0758080780506134,3.2294865371503985,0.00041405716188132194,0.21507810667015168,0.0015415864065626398
3,0.8484,-1.3748,0.10248284786939621,3.2358997212525433,0.00041238227015455556,0.21485700939780678,0.0014251204476786548
3,1.1484,-0.4748,0.08911915123462677,3.2464740800533245,0.0004078361354676182,0.21675718194492247,0.0014271432621363986
3,1.1484,-0.1748,0.08015463501214981,3.250139587725555,0.0004212352692817494,0.21735792139780374,0.0015634755886429603
3,0.5484,-0.4748,0.08636541664600372,3.2389040363829653,0.0004119037296611938,0.21656230213356242,0.001335304183195694
3,1.4484,-1.3748,0.0940299704670906,3.2415611538689353,0.0004138178916346411,0.21510300744497698,0.0014159620856938739
3,0.2484,-0.4748,0.09008599817752838,3.2350903993340845,0.00041166445941451284,0.21681365229779165,0.001380333809380288
3,0.2484,-1.0748,0.0823022648692131,3.231236556516003,0.00041884256681494025,0.21590190361777917,0.00153962097283095
3,1.4484,-0.4748,0.0833975151181221,3.249854794921097,0.0004073575949742564,0.2167766254677356,0.0014611640835659628
3,0.2484,-0.7748,0.09964499622583389,3.23321262767697,0.0004219530800217922,0.21638272211882828,0.00148404240468383
3,0.2484,-0.1748,0.09982229769229889,3.2388579592345788,0.00041214299990787465,0.21651794157198065,0.0013619450521964753
3,1.1484,-0.7748,0.09765997529029846,3.2423779283997036,0.0004207567287883876,0.21666077483581,0.0014301398932747976
3,1.4484,-1.0748,0.09846606105566025,3.242287479174019,0.0004190818370616212,0.21606402772508757,0.0014380688481724475
3,0.5484,-0.1748,0.0925254225730896,3.2426843810040387,0.0004006580280671908,0.2166711254786458,0.0013393005338661467
3,0.5484,-1.0748,0.0948408991098404,3.233508669471721,0.000422192350268473,0.21599549372950858,0.0014255172459343584
3,0.5484,-0.7748,0.09891105443239212,3.235774126288873,0.00041860329656825935,0.21646005362761006,0.0013800225269158567
3,1.1484,-1.0748,0.0971997082233429,3.24037884829951,0.0004138178916346411,0.2159321901292821,0.0013924226177413836
3,0.8484,-0.4748,0.08113893866539001,3.2434583031455055,0.0004154927833614075,0.21678476206715158,0.001311292277792673
3,0.5484,-1.3748,0.08761288970708847,3.2306653410519974,0.00041477497262136476,0.21513574215606246,0.0014698147272533928
3,1.4484,-0.7748,0.0899566113948822,3.2462642878253245,0.0004066397842342137,0.21591419170082038,0.0014096894678242613
3,0.8484,-1.0748,0.08576861768960953,3.237828119040437,0.00041692840484149296,0.21577461519952545,0.0013743809922534282
3,1.1484,-1.3748,0.09114477038383484,3.2383542852137874,0.0004197996478016639,0.2151579124595712,0.0014174530198342841
