barrel,gamma_i,gamma_j,hondadelta,sos_dist,area_diff,localization,eta
1,-0.8865,1.2101,0.08183169364929199,3.2440757935998983,0.0004008972983138717,0.21506585986595506,0.0013068043494211268
1,-0.8865,0.3101,0.07885871827602386,3.2331149003094954,0.0004219530800217922,0.21651461286107274,0.0014627318799594446
1,0.0135,0.0101,0.08180230110883713,3.2409775190389363,0.00042578140396868676,0.21660064796286155,0.001473399520878713
1,0.0135,1.2101,0.07316698879003525,3.2605313693329134,0.00040592197349417086,0.21701438750424604,0.001361542946960438
1,-0.8865,0.9101,0.11216026544570923,3.2386908809842447,0.0004090324867010228,0.21548842884331182,0.0013645400046590041
1,-0.5865,0.6101,0.09200764447450638,3.2393826943675297,0.0004095110271943846,0.21646135228857197,0.0013218143705701895
1,0.0135,0.3101,0.08213862031698227,3.2455061714144104,0.00041333935114127923,0.21651163926113345,0.0013549786983258468
1,-0.2865,0.0101,0.07199409604072571,3.2370009987106245,0.0004219530800217922,0.21697953635199327,0.001389006480965252
1,-0.2865,0.6101,0.09431608766317368,3.2440793499677523,0.00040807540571429916,0.2171804832755467,0.001308935533851422
1,-1.1865,0.6101,0.08196244388818741,3.232399178891104,0.00042673848495541043,0.21623120265642903,0.0014710480481227358
1,-0.5865,0.9101,0.07023075968027115,3.2466028146920336,0.0003999402173271481,0.21625503976205215,0.001281429585890322
1,-0.5865,0.3101,0.07812000066041946,3.2355780181768483,0.00043343805186247603,0.2170320225231213,0.0013829613980937251
1,-0.5865,0.0101,0.10272736102342606,3.2335095902437296,0.00043104534939566693,0.21742731361471426,0.0014744690740604804
1,-0.2865,0.9101,0.06399964541196823,3.2517190648802194,0.00040687905448089453,0.2171065497789242,0.0013122452112697184
1,-0.2865,1.2101,0.07801483571529388,3.2558222109173154,0.00040352927102736176,0.21759420138212515,0.001311049188977181
1,-0.8865,0.6101,0.09665104001760483,3.2358394546805354,0.00041884256681494025,0.21594696390629778,0.0013960999123336648
1,-0.5865,1.2101,0.07995500415563583,3.2494895777580917,0.0004066397842342137,0.21705804755063055,0.001318416332664712
1,-1.1865,0.3101,0.08444932848215103,3.230282746455253,0.000433677322109157,0.21690274937054316,0.0014960921375674926
1,-1.1865,0.9101,0.08671370148658752,3.2340974496501866,0.0004183640263215785,0.21469729700968304,0.001372725400760669
1,0.0135,0.9101,0.07252097129821777,3.2554398291669004,0.0004078361354676182,0.21738014574346032,0.001361729243813844
1,-1.1865,0.0101,0.08461221307516098,3.228733126282299,0.00043008826840894326,0.21725385012429807,0.0015451227099519103
1,-1.1865,1.2101,0.07860998064279556,3.237818463816391,0.0004150142428680456,0.21448138942676126,0.0014311619508208197
1,-0.2865,0.3101,0.07626144587993622,3.2397627209551474,0.00041238227015455556,0.21675349519621548,0.0012913124248048323
1,-0.8865,0.0101,0.08339487016201019,3.230108887685562,0.00042291016100851585,0.21724721824987892,0.001463204897740542
1,0.0135,0.6101,0.07726030051708221,3.249968737940345,0.0004087932164543419,0.21679468550453423,0.0013457710791290526
2,0.3049,0.2272,0.08507776260375977,3.24575465405853,0.0004272170254487723,0.21664905033402473,0.0014829986730733752
2,-0.2951,-0.3728,0.08452457189559937,3.2327103765816405,0.0004396590782761798,0.21637743167146595,0.0016139484622082721
2,0.0049,0.5272,0.0699613019824028,3.2447586594534767,0.0004183640263215785,0.21604499536836913,0.0014347331920196971
2,-0.5951,-0.0728,0.088213250041008,3.231662684982513,0.0004427695914830317,0.21649859819515455,0.0016256793765472902
2,-0.2951,0.5272,0.0797341987490654,3.240426052330046,0.0004183640263215785,0.21628200946107157,0.0013983436336669638
2,-0.2951,-0.6728,0.09553166478872299,3.23095620244045,0.00044348740222307446,0.21652276891361283,0.001606691901628208
2,0.6049,-0.0728,0.09357577562332153,3.2478064601132375,0.0004291311874222196,0.21659654212716903,0.0014963341728245697
2,0.0049,-0.6728,0.10693508386611938,3.233943014556476,0.0004293704576689005,0.2162479351083689,0.0015438324698804522
2,-0.5951,-0.3728,0.08326611667871475,3.230144259313446,0.00044588010468988356,0.2167142978682063,0.0016759384519359852
2,0.0049,-0.3728,0.08579041808843613,3.236273141952569,0.000427934836188815,0.21646075290684222,0.0014259695547547257
2,0.3049,0.5272,0.0805433988571167,3.2519399496409656,0.0004384627270427752,0.21657216564378948,0.0016071269184089344
2,0.6049,-0.3728,0.09663845598697662,3.243728053772862,0.0004355914840826043,0.21698362613179142,0.0014713509278240782
2,0.6049,-0.6728,0.09003537893295288,3.241422574510357,0.00043702710556268976,0.2163659957832683,0.0015076291854333515
2,0.6049,0.2272,0.07306282967329025,3.252131752423038,0.00043630929482264705,0.21723956080482046,0.0016180499308851405
2,-0.5951,0.2272,0.0943555012345314,3.235577097993468,0.00043080607914898597,0.21644239892918898,0.0015258893524459592
2,0.3049,-0.6728,0.10015355050563812,3.2383272778915755,0.0004293704576689005,0.21642762507108904,0.0014858608212142343
